"Step","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc__MAX"
"5083","1","1","1","1","1","1","0.047199998050928116","0.047199998050928116","0.047199998050928116","1","1","1","1","1","1","1","1","1","0.042399998754262924","0.042399998754262924","0.042399998754262924","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3881499916315079","0.3807999789714813","0.3955000042915344","0.662449985742569","0.6571999788284302","0.6676999926567078","1","1","1","1","1","1","0.335099995136261","0.32510000467300415","0.3450999855995178","0.8381499648094177","0.8348999619483948","0.8413999676704407","1","1","1","1","1","1","0.295199990272522","0.295199990272522","0.295199990272522","0.873199999332428","0.873199999332428","0.873199999332428","1","1","1","1","1","1","0.3312000036239624","0.3312000036239624","0.3312000036239624","0.8700000047683716","0.8700000047683716","0.8700000047683716","1","1","1","1","1","1","0.044199999421834946","0.044199999421834946","0.044199999421834946","1","1","1"
"5094","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9998999834060669","0.9997999668121338","1","1","1","1","0.3931499868631363","0.38929998874664307","0.3969999849796295","0.6620999872684479","0.659500002861023","0.6646999716758728","1","1","1","1","1","1","0.341949999332428","0.33009999990463257","0.3537999987602234","0.8405999541282654","0.8362999558448792","0.8448999524116516","1","1","1","1","1","1","0.29440000653266907","0.29440000653266907","0.29440000653266907","0.8714999556541443","0.8714999556541443","0.8714999556541443","1","1","1","1","1","1","0.34059998393058777","0.34059998393058777","0.34059998393058777","0.8723999857902527","0.8723999857902527","0.8723999857902527","1","1","1","1","1","1","0.04399999976158142","0.04399999976158142","0.04399999976158142","1","1","1"
"5105","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.39149999618530273","0.3822000026702881","0.4007999897003174","0.6612999737262726","0.6577999591827393","0.6647999882698059","1","1","1","1","1","1","0.3395499885082245","0.3310000002384186","0.3480999767780304","0.8392499685287476","0.8351999521255493","0.8432999849319458","1","1","1","1","1","1","0.29999998211860657","0.29999998211860657","0.29999998211860657","0.8728999495506287","0.8728999495506287","0.8728999495506287","1","1","1","1","1","1","0.3292999863624573","0.3292999863624573","0.3292999863624573","0.8702999949455261","0.8702999949455261","0.8702999949455261","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"5116","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3890499919652939","0.3765999972820282","0.40149998664855957","0.6623499691486359","0.6548999547958374","0.6697999835014343","1","1","1","1","1","1","0.33934998512268066","0.32819998264312744","0.3504999876022339","0.8393499851226807","0.8342999815940857","0.8443999886512756","1","1","1","1","1","1","0.29989999532699585","0.29989999532699585","0.29989999532699585","0.8721999526023865","0.8721999526023865","0.8721999526023865","1","1","1","1","1","1","0.3312999904155731","0.3312999904155731","0.3312999904155731","0.8707000017166138","0.8707000017166138","0.8707000017166138","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5127","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.04259999841451645","0.04259999841451645","0.04259999841451645","1","1","1","1","1","1","1","1","1","0.3879999965429306","0.3822000026702881","0.3937999904155731","0.6613499820232391","0.6567999720573425","0.6658999919891357","1","1","1","1","1","1","0.34094999730587006","0.3303000032901764","0.3515999913215637","0.8391499817371368","0.8355000019073486","0.842799961566925","1","1","1","1","1","1","0.29729998111724854","0.29729998111724854","0.29729998111724854","0.8732999563217163","0.8732999563217163","0.8732999563217163","1","1","1","1","1","1","0.3434000015258789","0.3434000015258789","0.3434000015258789","0.8718999624252319","0.8718999624252319","0.8718999624252319","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5138","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","1","1","1","1","1","1","0.38864998519420624","0.3798999786376953","0.39739999175071716","0.6595499813556671","0.6531999707221985","0.6658999919891357","1","1","1","1","1","1","0.33879998326301575","0.3335999846458435","0.343999981880188","0.8387500047683716","0.8366000056266785","0.8409000039100647","1","1","1","1","1","1","0.29809999465942383","0.29809999465942383","0.29809999465942383","0.8725000023841858","0.8725000023841858","0.8725000023841858","1","1","1","1","1","1","0.34849998354911804","0.34849998354911804","0.34849998354911804","0.8726999759674072","0.8726999759674072","0.8726999759674072","1","1","1","1","1","1","0.04470000043511391","0.04470000043511391","0.04470000043511391","1","1","1"
"5149","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","1","1","1","1","1","1","0.39079998433589935","0.37369999289512634","0.40789997577667236","0.6626499891281128","0.6520000100135803","0.6732999682426453","1","1","1","1","1","1","0.3420499861240387","0.3367999792098999","0.3472999930381775","0.8393499553203583","0.8380999565124512","0.8405999541282654","1","1","1","1","1","1","0.29440000653266907","0.29440000653266907","0.29440000653266907","0.871999979019165","0.871999979019165","0.871999979019165","1","1","1","1","1","1","0.34459999203681946","0.34459999203681946","0.34459999203681946","0.8727999925613403","0.8727999925613403","0.8727999925613403","1","1","1","1","1","1","0.04479999840259552","0.04479999840259552","0.04479999840259552","1","1","1"
"5160","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.042799998074769974","0.042799998074769974","0.042799998074769974","1","1","1","1","1","1","1","1","1","0.39079998433589935","0.37599998712539673","0.405599981546402","0.6611999869346619","0.6523000001907349","0.6700999736785889","1","1","1","1","1","1","0.3452000021934509","0.33570000529289246","0.3546999990940094","0.8407999575138092","0.8376999497413635","0.8438999652862549","1","1","1","1","1","1","0.2870999872684479","0.2870999872684479","0.2870999872684479","0.8718999624252319","0.8718999624252319","0.8718999624252319","1","1","1","1","1","1","0.34540000557899475","0.34540000557899475","0.34540000557899475","0.8726999759674072","0.8726999759674072","0.8726999759674072","1","1","1","1","1","1","0.04439999908208847","0.04439999908208847","0.04439999908208847","1","1","1"
"5171","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.04179999977350235","0.04179999977350235","0.04179999977350235","1","1","1","1","1","1","1","1","1","0.39079998433589935","0.38419997692108154","0.39739999175071716","0.6623999774456024","0.6568999886512756","0.6678999662399292","1","1","1","1","1","1","0.34389999508857727","0.3409000039100647","0.34689998626708984","0.8405499756336212","0.8392999768257141","0.8417999744415283","1","1","1","1","1","1","0.2881999909877777","0.2881999909877777","0.2881999909877777","0.8710999488830566","0.8710999488830566","0.8710999488830566","1","1","1","1","1","1","0.34139999747276306","0.34139999747276306","0.34139999747276306","0.8714999556541443","0.8714999556541443","0.8714999556541443","1","1","1","1","1","1","0.04470000043511391","0.04470000043511391","0.04470000043511391","1","1","1"
"5182","1","1","1","1","1","1","0.04769999906420708","0.04769999906420708","0.04769999906420708","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38769999146461487","0.3831000030040741","0.39229997992515564","0.6624499559402466","0.6584999561309814","0.6663999557495117","1","1","1","1","1","1","0.34459999203681946","0.3432999849319458","0.3458999991416931","0.8409999907016754","0.8407999873161316","0.8411999940872192","1","1","1","1","1","1","0.2858999967575073","0.2858999967575073","0.2858999967575073","0.8709999918937683","0.8709999918937683","0.8709999918937683","1","1","1","1","1","1","0.344899982213974","0.344899982213974","0.344899982213974","0.8715999722480774","0.8715999722480774","0.8715999722480774","1","1","1","1","1","1","0.044599998742341995","0.044599998742341995","0.044599998742341995","1","1","1"
"5193","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.042399998754262924","0.042399998754262924","0.042399998754262924","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38499999046325684","0.37860000133514404","0.39139997959136963","0.6595499813556671","0.6554999947547913","0.663599967956543","1","1","1","1","1","1","0.3257499933242798","0.31610000133514404","0.3353999853134155","0.8346499800682068","0.8337000012397766","0.835599958896637","1","1","1","1","1","1","0.2906000018119812","0.2906000018119812","0.2906000018119812","0.8718999624252319","0.8718999624252319","0.8718999624252319","1","1","1","1","1","1","0.3452000021934509","0.3452000021934509","0.3452000021934509","0.8716999888420105","0.8716999888420105","0.8716999888420105","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5204","1","1","1","1","1","1","0.04769999906420708","0.04769999906420708","0.04769999906420708","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3831999897956848","0.37369999289512634","0.3926999866962433","0.6584499776363373","0.6530999541282654","0.6638000011444092","1","1","1","1","1","1","0.34424997866153717","0.33069998025894165","0.3577999770641327","0.8392999768257141","0.8343999981880188","0.8441999554634094","1","1","1","1","1","1","0.29429998993873596","0.29429998993873596","0.29429998993873596","0.8718000054359436","0.8718000054359436","0.8718000054359436","1","1","1","1","1","1","0.343099981546402","0.343099981546402","0.343099981546402","0.871999979019165","0.871999979019165","0.871999979019165","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"5215","1","1","1","1","1","1","0.04769999906420708","0.04769999906420708","0.04769999906420708","1","1","1","1","1","1","1","1","1","0.04259999841451645","0.04259999841451645","0.04259999841451645","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38259997963905334","0.3791999816894531","0.38599997758865356","0.6586000025272369","0.6556000113487244","0.6615999937057495","1","1","1","1","1","1","0.34309999644756317","0.33489999175071716","0.3513000011444092","0.8393499851226807","0.8361999988555908","0.8424999713897705","1","1","1","1","1","1","0.2847999930381775","0.2847999930381775","0.2847999930381775","0.8707999587059021","0.8707999587059021","0.8707999587059021","1","1","1","1","1","1","0.3440999984741211","0.3440999984741211","0.3440999984741211","0.8725000023841858","0.8725000023841858","0.8725000023841858","1","1","1","1","1","1","0.04439999908208847","0.04439999908208847","0.04439999908208847","1","1","1"
"5226","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.04259999841451645","0.04259999841451645","0.04259999841451645","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3835499882698059","0.38329997658729553","0.3837999999523163","0.6591500043869019","0.6588000059127808","0.659500002861023","1","1","1","1","1","1","0.3436499834060669","0.32889997959136963","0.35839998722076416","0.8383999764919281","0.8337000012397766","0.8430999517440796","1","1","1","1","1","1","0.28519999980926514","0.28519999980926514","0.28519999980926514","0.8704999685287476","0.8704999685287476","0.8704999685287476","1","1","1","1","1","1","0.346699982881546","0.346699982881546","0.346699982881546","0.8737999796867371","0.8737999796867371","0.8737999796867371","1","1","1","1","1","1","0.04439999908208847","0.04439999908208847","0.04439999908208847","1","1","1"
"5237","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38404999673366547","0.373199999332428","0.39489999413490295","0.6577999889850616","0.6510999798774719","0.6644999980926514","1","1","1","1","1","1","0.33844998478889465","0.3269999921321869","0.3498999774456024","0.8372499644756317","0.833899974822998","0.8405999541282654","1","1","1","1","1","1","0.28779998421669006","0.28779998421669006","0.28779998421669006","0.8712999820709229","0.8712999820709229","0.8712999820709229","1","1","1","1","1","1","0.3416999876499176","0.3416999876499176","0.3416999876499176","0.8721999526023865","0.8721999526023865","0.8721999526023865","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"5248","1","1","1","1","1","1","0.04749999940395355","0.04749999940395355","0.04749999940395355","1","1","1","1","1","1","1","1","1","0.04270000010728836","0.04270000010728836","0.04270000010728836","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3810499906539917","0.3739999830722809","0.3880999982357025","0.6567999720573425","0.6521999835968018","0.6613999605178833","1","1","1","1","1","1","0.34014998376369476","0.3303999900817871","0.3498999774456024","0.838049978017807","0.8344999551773071","0.8416000008583069","1","1","1","1","1","1","0.2865999937057495","0.2865999937057495","0.2865999937057495","0.871399998664856","0.871399998664856","0.871399998664856","1","1","1","1","1","1","0.3449999988079071","0.3449999988079071","0.3449999988079071","0.8730999827384949","0.8730999827384949","0.8730999827384949","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5259","1","1","1","1","1","1","0.047599997371435165","0.047599997371435165","0.047599997371435165","1","1","1","1","1","1","1","1","1","0.041999999433755875","0.041999999433755875","0.041999999433755875","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3860499858856201","0.38189998269081116","0.3901999890804291","0.6605999767780304","0.6583999991416931","0.6627999544143677","1","1","1","1","1","1","0.3427499830722809","0.33629998564720154","0.34919998049736023","0.8378499746322632","0.8341999650001526","0.8414999842643738","1","1","1","1","1","1","0.2954999804496765","0.2954999804496765","0.2954999804496765","0.8722999691963196","0.8722999691963196","0.8722999691963196","1","1","1","1","1","1","0.343099981546402","0.343099981546402","0.343099981546402","0.8722999691963196","0.8722999691963196","0.8722999691963196","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"5270","1","1","1","1","1","1","0.047599997371435165","0.047599997371435165","0.047599997371435165","1","1","1","1","1","1","1","1","1","0.042799998074769974","0.042799998074769974","0.042799998074769974","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3860999792814255","0.3782999813556671","0.39389997720718384","0.660649985074997","0.6568999886512756","0.6643999814987183","1","1","1","1","1","1","0.34334999322891235","0.3342999815940857","0.352400004863739","0.8379999697208405","0.8341999650001526","0.8417999744415283","1","1","1","1","1","1","0.29659998416900635","0.29659998416900635","0.29659998416900635","0.8718999624252319","0.8718999624252319","0.8718999624252319","1","1","1","1","1","1","0.33949998021125793","0.33949998021125793","0.33949998021125793","0.8712999820709229","0.8712999820709229","0.8712999820709229","1","1","1","1","1","1","0.044199999421834946","0.044199999421834946","0.044199999421834946","1","1","1"
"5281","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.042799998074769974","0.042799998074769974","0.042799998074769974","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3868499845266342","0.3726999759674072","0.4009999930858612","0.6588999629020691","0.6523999571800232","0.665399968624115","1","1","1","1","1","1","0.34369999170303345","0.336899995803833","0.3504999876022339","0.8382499814033508","0.8359000086784363","0.8405999541282654","1","1","1","1","1","1","0.2994000017642975","0.2994000017642975","0.2994000017642975","0.8727999925613403","0.8727999925613403","0.8727999925613403","1","1","1","1","1","1","0.34860000014305115","0.34860000014305115","0.34860000014305115","0.8718000054359436","0.8718000054359436","0.8718000054359436","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5292","1","1","1","1","1","1","0.04800000041723251","0.04800000041723251","0.04800000041723251","1","1","1","1","1","1","1","1","1","0.042899999767541885","0.042899999767541885","0.042899999767541885","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38884998857975006","0.3783999979496002","0.3992999792098999","0.6604999899864197","0.6549999713897705","0.6660000085830688","1","1","1","1","1","1","0.34734998643398285","0.34129998087882996","0.35339999198913574","0.8402499854564667","0.8377999663352966","0.8427000045776367","1","1","1","1","1","1","0.29889997839927673","0.29889997839927673","0.29889997839927673","0.8734999895095825","0.8734999895095825","0.8734999895095825","1","1","1","1","1","1","0.34689998626708984","0.34689998626708984","0.34689998626708984","0.871399998664856","0.871399998664856","0.871399998664856","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"5303","1","1","1","1","1","1","0.04769999906420708","0.04769999906420708","0.04769999906420708","1","1","1","1","1","1","1","1","1","0.042399998754262924","0.042399998754262924","0.042399998754262924","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3881499916315079","0.37549999356269836","0.4007999897003174","0.6586000025272369","0.6504999995231628","0.666700005531311","1","1","1","1","1","1","0.3461499810218811","0.33249998092651367","0.35979998111724854","0.8397499918937683","0.8348000049591064","0.8446999788284302","1","1","1","1","1","1","0.29749998450279236","0.29749998450279236","0.29749998450279236","0.8725999593734741","0.8725999593734741","0.8725999593734741","1","1","1","1","1","1","0.3488999903202057","0.3488999903202057","0.3488999903202057","0.8714999556541443","0.8714999556541443","0.8714999556541443","1","1","1","1","1","1","0.044199999421834946","0.044199999421834946","0.044199999421834946","1","1","1"
"5314","1","1","1","1","1","1","0.04769999906420708","0.04769999906420708","0.04769999906420708","1","1","1","1","1","1","1","1","1","0.04270000010728836","0.04270000010728836","0.04270000010728836","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3868499845266342","0.37629997730255127","0.39739999175071716","0.6583999693393707","0.6524999737739563","0.6642999649047852","1","1","1","1","1","1","0.34014999866485596","0.3287999927997589","0.351500004529953","0.8382999897003174","0.833899974822998","0.8427000045776367","1","1","1","1","1","1","0.28279998898506165","0.28279998898506165","0.28279998898506165","0.8696999549865723","0.8696999549865723","0.8696999549865723","1","1","1","1","1","1","0.3497999906539917","0.3497999906539917","0.3497999906539917","0.8718999624252319","0.8718999624252319","0.8718999624252319","1","1","1","1","1","1","0.04439999908208847","0.04439999908208847","0.04439999908208847","1","1","1"
"5325","1","1","1","1","1","1","0.04800000041723251","0.04800000041723251","0.04800000041723251","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3854999989271164","0.38429999351501465","0.38670000433921814","0.6588000059127808","0.6583999991416931","0.6592000126838684","1","1","1","1","1","1","0.3358999937772751","0.3238999843597412","0.34790000319480896","0.837399959564209","0.8326999545097351","0.8420999646186829","1","1","1","1","1","1","0.28679999709129333","0.28679999709129333","0.28679999709129333","0.8708999752998352","0.8708999752998352","0.8708999752998352","1","1","1","1","1","1","0.34630000591278076","0.34630000591278076","0.34630000591278076","0.8709999918937683","0.8709999918937683","0.8709999918937683","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"5336","1","1","1","1","1","1","0.04729999974370003","0.04729999974370003","0.04729999974370003","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3881999999284744","0.3822000026702881","0.39419999718666077","0.6601499915122986","0.6542999744415283","0.6660000085830688","1","1","1","1","1","1","0.3335999846458435","0.32429999113082886","0.34289997816085815","0.8369999825954437","0.8337999582290649","0.8402000069618225","1","1","1","1","1","1","0.289000004529953","0.289000004529953","0.289000004529953","0.871399998664856","0.871399998664856","0.871399998664856","1","1","1","1","1","1","0.3515999913215637","0.3515999913215637","0.3515999913215637","0.8725999593734741","0.8725999593734741","0.8725999593734741","1","1","1","1","1","1","0.04439999908208847","0.04439999908208847","0.04439999908208847","1","1","1"
