"Step","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.0, p_C=1.0, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=0.0, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.25, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.75, p_C=0.25, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.25, p_C=0.75, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=1.0, p_C=1.0, B=4, eps=0 - test_acc__MAX"
"2399","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.041999999433755875","0.041999999433755875","0.041999999433755875","1","1","1","1","1","1","1","1","1","0.37404999136924744","0.36899998784065247","0.3790999948978424","0.6537500023841858","0.6536999940872192","0.6538000106811523","1","1","1","1","1","1","0.337799996137619","0.3285999894142151","0.34700000286102295","0.8385999798774719","0.8325999975204468","0.8445999622344971","1","1","1","1","1","1","0.26969999074935913","0.26969999074935913","0.26969999074935913","0.8684999942779541","0.8684999942779541","0.8684999942779541","1","1","1","1","1","1","0.3360999822616577","0.3360999822616577","0.3360999822616577","0.8712999820709229","0.8712999820709229","0.8712999820709229","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2410","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.04259999841451645","0.04259999841451645","0.04259999841451645","1","1","1","1","1","1","1","1","1","0.3823999911546707","0.3788999915122986","0.38589999079704285","0.6588499844074249","0.6586999893188477","0.6589999794960022","1","1","1","1","1","1","0.34244999289512634","0.33159998059272766","0.353300005197525","0.8395499885082245","0.8341000080108643","0.8449999690055847","1","1","1","1","1","1","0.24319998919963837","0.24319998919963837","0.24319998919963837","0.863099992275238","0.863099992275238","0.863099992275238","1","1","1","1","1","1","0.3376999795436859","0.3376999795436859","0.3376999795436859","0.8716999888420105","0.8716999888420105","0.8716999888420105","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2421","1","1","1","1","1","1","0.047199998050928116","0.047199998050928116","0.047199998050928116","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","0.9998999834060669","0.9997999668121338","1","1","1","1","0.37960000336170197","0.37070000171661377","0.38850000500679016","0.6563999950885773","0.6539999842643738","0.6588000059127808","1","1","1","1","1","1","0.3380499929189682","0.32420000433921814","0.35189998149871826","0.8376999795436859","0.8316999673843384","0.8436999917030334","1","1","1","1","1","1","0.2710999846458435","0.2710999846458435","0.2710999846458435","0.8680999875068665","0.8680999875068665","0.8680999875068665","1","1","1","1","1","1","0.3425999879837036","0.3425999879837036","0.3425999879837036","0.8728999495506287","0.8728999495506287","0.8728999495506287","1","1","1","1","1","1","0.04490000009536743","0.04490000009536743","0.04490000009536743","1","1","1"
"2432","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.04209999740123749","0.04209999740123749","0.04209999740123749","1","1","1","0.9998999834060669","0.9997999668121338","1","1","1","1","0.36694999039173126","0.36389997601509094","0.3700000047683716","0.6490499675273895","0.6481999754905701","0.649899959564209","1","1","1","1","1","1","0.3334999829530716","0.3139999806880951","0.3529999852180481","0.8370499908924103","0.8289999961853027","0.8450999855995178","1","1","1","1","1","1","0.2655999958515167","0.2655999958515167","0.2655999958515167","0.866599977016449","0.866599977016449","0.866599977016449","1","1","1","1","1","1","0.3326999843120575","0.3326999843120575","0.3326999843120575","0.8700999617576599","0.8700999617576599","0.8700999617576599","1","1","1","1","1","1","0.04490000009536743","0.04490000009536743","0.04490000009536743","1","1","1"
"2443","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.042899999767541885","0.042899999767541885","0.042899999767541885","1","1","1","1","1","1","1","1","1","0.375450000166893","0.374099999666214","0.376800000667572","0.6552999913692474","0.6513999700546265","0.6592000126838684","1","1","1","1","1","1","0.3335999995470047","0.3127000033855438","0.3544999957084656","0.8372499942779541","0.8296999931335449","0.8447999954223633","1","1","1","1","1","1","0.2628999948501587","0.2628999948501587","0.2628999948501587","0.8662999868392944","0.8662999868392944","0.8662999868392944","1","1","1","1","1","1","0.32029998302459717","0.32029998302459717","0.32029998302459717","0.8675000071525574","0.8675000071525574","0.8675000071525574","1","1","1","1","1","1","0.04529999941587448","0.04529999941587448","0.04529999941587448","1","1","1"
"2454","1","1","1","1","1","1","0.04809999838471413","0.04809999838471413","0.04809999838471413","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","1","1","1","1","1","1","0.3784499913454056","0.37379997968673706","0.3831000030040741","0.6577499806880951","0.6523000001907349","0.6631999611854553","1","1","1","1","1","1","0.32864999771118164","0.31200000643730164","0.34529998898506165","0.836249977350235","0.8295999765396118","0.8428999781608582","1","1","1","1","1","1","0.2671000063419342","0.2671000063419342","0.2671000063419342","0.866599977016449","0.866599977016449","0.866599977016449","1","1","1","1","1","1","0.34209999442100525","0.34209999442100525","0.34209999442100525","0.8721999526023865","0.8721999526023865","0.8721999526023865","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"2465","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","1","1","1","1","1","1","0.37834998965263367","0.3755999803543091","0.38109999895095825","0.6559999883174896","0.6513999700546265","0.6606000065803528","1","1","1","1","1","1","0.3332500010728836","0.3127000033855438","0.3537999987602234","0.8371999561786652","0.8287999629974365","0.8455999493598938","1","1","1","1","1","1","0.2655999958515167","0.2655999958515167","0.2655999958515167","0.8657999634742737","0.8657999634742737","0.8657999634742737","1","1","1","1","1","1","0.3375999927520752","0.3375999927520752","0.3375999927520752","0.8728999495506287","0.8728999495506287","0.8728999495506287","1","1","1","1","1","1","0.044599998742341995","0.044599998742341995","0.044599998742341995","1","1","1"
"2476","1","1","1","1","1","1","0.04729999974370003","0.04729999974370003","0.04729999974370003","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","1","1","1","1","1","1","0.3789999932050705","0.3775999844074249","0.38040000200271606","0.656499981880188","0.6559999585151672","0.6570000052452087","1","1","1","1","1","1","0.33629998564720154","0.3150999844074249","0.35749998688697815","0.8372499942779541","0.8287000060081482","0.84579998254776","1","1","1","1","1","1","0.26759999990463257","0.26759999990463257","0.26759999990463257","0.8652999997138977","0.8652999997138977","0.8652999997138977","1","1","1","1","1","1","0.33469998836517334","0.33469998836517334","0.33469998836517334","0.8716999888420105","0.8716999888420105","0.8716999888420105","1","1","1","1","1","1","0.04519999772310257","0.04519999772310257","0.04519999772310257","1","1","1"
"2487","1","1","1","1","1","1","0.04729999974370003","0.04729999974370003","0.04729999974370003","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","1","1","1","1","1","1","0.3814999908208847","0.3813000023365021","0.38169997930526733","0.6573499739170074","0.6545999646186829","0.660099983215332","1","1","1","1","1","1","0.33159999549388885","0.31209999322891235","0.35109999775886536","0.8360999822616577","0.8288999795913696","0.8432999849319458","1","1","1","1","1","1","0.27549999952316284","0.27549999952316284","0.27549999952316284","0.8671000003814697","0.8671000003814697","0.8671000003814697","1","1","1","1","1","1","0.3432999849319458","0.3432999849319458","0.3432999849319458","0.8736000061035156","0.8736000061035156","0.8736000061035156","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2498","1","1","1","1","1","1","0.046799998730421066","0.046799998730421066","0.046799998730421066","1","1","1","1","1","1","1","1","1","0.04270000010728836","0.04270000010728836","0.04270000010728836","1","1","1","1","1","1","1","1","1","0.38669998943805695","0.38509997725486755","0.38830000162124634","0.6593999862670898","0.6579999923706055","0.6607999801635742","1","1","1","1","1","1","0.3355499804019928","0.3150999844074249","0.35599997639656067","0.8359999656677246","0.8280999660491943","0.8438999652862549","1","1","1","1","1","1","0.26429998874664307","0.26429998874664307","0.26429998874664307","0.8657999634742737","0.8657999634742737","0.8657999634742737","1","1","1","1","1","1","0.3391000032424927","0.3391000032424927","0.3391000032424927","0.871999979019165","0.871999979019165","0.871999979019165","1","1","1","1","1","1","0.04519999772310257","0.04519999772310257","0.04519999772310257","1","1","1"
"2509","1","1","1","1","1","1","0.04779999703168869","0.04779999703168869","0.04779999703168869","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","1","1","1","1","1","1","0.38929998874664307","0.37689998745918274","0.4016999900341034","0.6626999974250793","0.6568999886512756","0.6685000061988831","1","1","1","1","1","1","0.33274999260902405","0.31209999322891235","0.35339999198913574","0.8354499638080597","0.82669997215271","0.8441999554634094","1","1","1","1","1","1","0.2721000015735626","0.2721000015735626","0.2721000015735626","0.8677999973297119","0.8677999973297119","0.8677999973297119","1","1","1","1","1","1","0.3319999873638153","0.3319999873638153","0.3319999873638153","0.8716999888420105","0.8716999888420105","0.8716999888420105","1","1","1","1","1","1","0.04519999772310257","0.04519999772310257","0.04519999772310257","1","1","1"
"2520","1","1","1","1","1","1","0.046699997037649155","0.046699997037649155","0.046699997037649155","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","1","1","1","1","1","1","0.39194999635219574","0.3887999951839447","0.3950999975204468","0.6642999649047852","0.6613999605178833","0.667199969291687","1","1","1","1","1","1","0.33034999668598175","0.3043999969959259","0.3562999963760376","0.8351499736309052","0.8255999684333801","0.8446999788284302","1","1","1","1","1","1","0.28209999203681946","0.28209999203681946","0.28209999203681946","0.8693000078201294","0.8693000078201294","0.8693000078201294","1","1","1","1","1","1","0.3382999897003174","0.3382999897003174","0.3382999897003174","0.8708999752998352","0.8708999752998352","0.8708999752998352","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2531","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","1","1","1","1","1","1","0.38669998943805695","0.37939998507499695","0.39399999380111694","0.6583999991416931","0.6568999886512756","0.6599000096321106","1","1","1","1","1","1","0.33159999549388885","0.3109999895095825","0.3522000014781952","0.8347499668598175","0.8258999586105347","0.8435999751091003","1","1","1","1","1","1","0.2773999869823456","0.2773999869823456","0.2773999869823456","0.8671000003814697","0.8671000003814697","0.8671000003814697","1","1","1","1","1","1","0.33949998021125793","0.33949998021125793","0.33949998021125793","0.871399998664856","0.871399998664856","0.871399998664856","1","1","1","1","1","1","0.04490000009536743","0.04490000009536743","0.04490000009536743","1","1","1"
"2542","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","1","1","1","1","1","1","0.38919998705387115","0.38509997725486755","0.39329999685287476","0.6627999544143677","0.6627999544143677","0.6627999544143677","1","1","1","1","1","1","0.3205000013113022","0.30550000071525574","0.33550000190734863","0.8322999775409698","0.825499951839447","0.8391000032424927","1","1","1","1","1","1","0.2712000012397766","0.2712000012397766","0.2712000012397766","0.8669999837875366","0.8669999837875366","0.8669999837875366","1","1","1","1","1","1","0.3319000005722046","0.3319000005722046","0.3319000005722046","0.870199978351593","0.870199978351593","0.870199978351593","1","1","1","1","1","1","0.04429999738931656","0.04429999738931656","0.04429999738931656","1","1","1"
"2553","1","1","1","1","1","1","0.0471000000834465","0.0471000000834465","0.0471000000834465","1","1","1","1","1","1","1","1","1","0.04259999841451645","0.04259999841451645","0.04259999841451645","1","1","1","1","1","1","1","1","1","0.3883499950170517","0.37599998712539673","0.40070000290870667","0.6598999798297882","0.6574999690055847","0.6622999906539917","1","1","1","1","1","1","0.3280999958515167","0.3100000023841858","0.34619998931884766","0.8347999751567841","0.8263999819755554","0.8431999683380127","1","1","1","1","1","1","0.2815999984741211","0.2815999984741211","0.2815999984741211","0.8693000078201294","0.8693000078201294","0.8693000078201294","1","1","1","1","1","1","0.34129998087882996","0.34129998087882996","0.34129998087882996","0.8725000023841858","0.8725000023841858","0.8725000023841858","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2564","1","1","1","1","1","1","0.04690000042319298","0.04690000042319298","0.04690000042319298","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","1","1","1","0.9999499917030334","0.9998999834060669","1","0.3901499807834625","0.38999998569488525","0.3902999758720398","0.6617499887943268","0.6586999893188477","0.6647999882698059","1","1","1","1","1","1","0.3307500034570694","0.3091000020503998","0.352400004863739","0.8349999785423279","0.8263999819755554","0.8435999751091003","1","1","1","1","1","1","0.2735999822616577","0.2735999822616577","0.2735999822616577","0.868399977684021","0.868399977684021","0.868399977684021","1","1","1","1","1","1","0.33379998803138733","0.33379998803138733","0.33379998803138733","0.870199978351593","0.870199978351593","0.870199978351593","1","1","1","1","1","1","0.04490000009536743","0.04490000009536743","0.04490000009536743","1","1","1"
"2575","1","1","1","1","1","1","0.047199998050928116","0.047199998050928116","0.047199998050928116","1","1","1","1","1","1","1","1","1","0.04169999808073044","0.04169999808073044","0.04169999808073044","1","1","1","1","1","1","1","1","1","0.3974999785423279","0.3929999768733978","0.40199998021125793","0.6645999848842621","0.6639999747276306","0.6651999950408936","1","1","1","1","1","1","0.3330499976873398","0.3131999969482422","0.3528999984264374","0.835099995136261","0.8269000053405762","0.8432999849319458","1","1","1","1","1","1","0.27379998564720154","0.27379998564720154","0.27379998564720154","0.8684999942779541","0.8684999942779541","0.8684999942779541","1","1","1","1","1","1","0.3228999972343445","0.3228999972343445","0.3228999972343445","0.8684999942779541","0.8684999942779541","0.8684999942779541","1","1","1","1","1","1","0.044599998742341995","0.044599998742341995","0.044599998742341995","1","1","1"
"2586","1","1","1","1","1","1","0.04729999974370003","0.04729999974370003","0.04729999974370003","1","1","1","1","1","1","1","1","1","0.04209999740123749","0.04209999740123749","0.04209999740123749","1","1","1","1","1","1","1","1","1","0.384799987077713","0.38339999318122864","0.3861999809741974","0.6607499718666077","0.6575999855995178","0.6638999581336975","1","1","1","1","1","1","0.3323499858379364","0.3163999915122986","0.3482999801635742","0.836249977350235","0.8288999795913696","0.8435999751091003","1","1","1","1","1","1","0.27300000190734863","0.27300000190734863","0.27300000190734863","0.8682000041007996","0.8682000041007996","0.8682000041007996","1","1","1","1","1","1","0.32829999923706055","0.32829999923706055","0.32829999923706055","0.870199978351593","0.870199978351593","0.870199978351593","1","1","1","1","1","1","0.04479999840259552","0.04479999840259552","0.04479999840259552","1","1","1"
"2597","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.0421999990940094","0.0421999990940094","0.0421999990940094","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3763999938964844","0.37459999322891235","0.3781999945640564","0.6558999717235565","0.6524999737739563","0.6592999696731567","1","1","1","1","1","1","0.3354499936103821","0.31439998745918274","0.3564999997615814","0.8366999626159668","0.8294999599456787","0.8438999652862549","1","1","1","1","1","1","0.27559998631477356","0.27559998631477356","0.27559998631477356","0.8690999746322632","0.8690999746322632","0.8690999746322632","1","1","1","1","1","1","0.33139997720718384","0.33139997720718384","0.33139997720718384","0.8711999654769897","0.8711999654769897","0.8711999654769897","1","1","1","1","1","1","0.044999998062849045","0.044999998062849045","0.044999998062849045","1","1","1"
"2608","1","1","1","1","1","1","0.04739999771118164","0.04739999771118164","0.04739999771118164","1","1","1","1","1","1","1","1","1","0.041999999433755875","0.041999999433755875","0.041999999433755875","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3845999836921692","0.3791999816894531","0.38999998569488525","0.6573499739170074","0.6563999652862549","0.65829998254776","1","1","1","1","1","1","0.3320000022649765","0.31949999928474426","0.34450000524520874","0.8353999853134155","0.8291999697685242","0.8416000008583069","1","1","1","1","1","1","0.26759999990463257","0.26759999990463257","0.26759999990463257","0.8682999610900879","0.8682999610900879","0.8682999610900879","1","1","1","1","1","1","0.32899999618530273","0.32899999618530273","0.32899999618530273","0.871399998664856","0.871399998664856","0.871399998664856","1","1","1","1","1","1","0.04470000043511391","0.04470000043511391","0.04470000043511391","1","1","1"
"2619","1","1","1","1","1","1","0.04779999703168869","0.04779999703168869","0.04779999703168869","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9998999834060669","0.9997999668121338","1","1","1","1","0.3869999796152115","0.38099998235702515","0.3929999768733978","0.6603999733924866","0.6593999862670898","0.6613999605178833","1","1","1","1","1","1","0.3275499939918518","0.3125999867916107","0.3425000011920929","0.8346000015735626","0.8276000022888184","0.8416000008583069","1","1","1","1","1","1","0.273499995470047","0.273499995470047","0.273499995470047","0.868399977684021","0.868399977684021","0.868399977684021","1","1","1","1","1","1","0.3434999883174896","0.3434999883174896","0.3434999883174896","0.8728999495506287","0.8728999495506287","0.8728999495506287","1","1","1","1","1","1","0.04490000009536743","0.04490000009536743","0.04490000009536743","1","1","1"
"2630","1","1","1","1","1","1","0.04699999839067459","0.04699999839067459","0.04699999839067459","1","1","1","1","1","1","1","1","1","0.041999999433755875","0.041999999433755875","0.041999999433755875","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.3852999806404114","0.38329997658729553","0.3872999846935272","0.6582499742507935","0.6568999886512756","0.6595999598503113","1","1","1","1","1","1","0.326449990272522","0.3075999915599823","0.34529998898506165","0.8351999819278717","0.8271999955177307","0.8431999683380127","1","1","1","1","1","1","0.26019999384880066","0.26019999384880066","0.26019999384880066","0.8657000064849854","0.8657000064849854","0.8657000064849854","1","1","1","1","1","1","0.3319000005722046","0.3319000005722046","0.3319000005722046","0.8712999820709229","0.8712999820709229","0.8712999820709229","1","1","1","1","1","1","0.044199999421834946","0.044199999421834946","0.044199999421834946","1","1","1"
"2641","1","1","1","1","1","1","0.046799998730421066","0.046799998730421066","0.046799998730421066","1","1","1","1","1","1","1","1","1","0.042500000447034836","0.042500000447034836","0.042500000447034836","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38865000009536743","0.3862999975681305","0.39100000262260437","0.6593999862670898","0.6565999984741211","0.6621999740600586","1","1","1","1","1","1","0.3272999972105026","0.3084999918937683","0.34610000252723694","0.8346999883651733","0.8271999955177307","0.842199981212616","1","1","1","1","1","1","0.27459999918937683","0.27459999918937683","0.27459999918937683","0.868399977684021","0.868399977684021","0.868399977684021","1","1","1","1","1","1","0.3342999815940857","0.3342999815940857","0.3342999815940857","0.8732999563217163","0.8732999563217163","0.8732999563217163","1","1","1","1","1","1","0.044499997049570084","0.044499997049570084","0.044499997049570084","1","1","1"
"2652","1","1","1","1","1","1","0.047599997371435165","0.047599997371435165","0.047599997371435165","1","1","1","1","1","1","1","1","1","0.04230000078678131","0.04230000078678131","0.04230000078678131","1","1","1","0.9999499917030334","0.9998999834060669","1","1","1","1","0.38829998672008514","0.3836999833583832","0.3928999900817871","0.6574999690055847","0.6506999731063843","0.6642999649047852","1","1","1","1","1","1","0.3307499885559082","0.30969998240470886","0.35179999470710754","0.8354499638080597","0.8279999494552612","0.8428999781608582","1","1","1","1","1","1","0.2696000039577484","0.2696000039577484","0.2696000039577484","0.8668999671936035","0.8668999671936035","0.8668999671936035","1","1","1","1","1","1","0.3244999945163727","0.3244999945163727","0.3244999945163727","0.8700999617576599","0.8700999617576599","0.8700999617576599","1","1","1","1","1","1","0.04479999840259552","0.04479999840259552","0.04479999840259552","1","1","1"
