"Step","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX"
"650","1","1","1","1","1","1","0.36579999327659607","0.36579999327659607","0.36579999327659607","0.8398000001907349","0.8398000001907349","0.8398000001907349","1","1","1","1","1","1","0.41519999504089355","0.41519999504089355","0.41519999504089355","0.8499999642372131","0.8499999642372131","0.8499999642372131","1","1","1","1","1","1","0.29999998211860657","0.29999998211860657","0.29999998211860657","0.825499951839447","0.825499951839447","0.825499951839447","1","1","1","1","1","1","0.29989999532699585","0.29989999532699585","0.29989999532699585","0.8297999501228333","0.8297999501228333","0.8297999501228333","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.27889999747276306","0.27889999747276306","0.27889999747276306","0.8303999900817871","0.8303999900817871","0.8303999900817871"
"661","1","1","1","1","1","1","0.37610000371932983","0.37610000371932983","0.37610000371932983","0.8452000021934509","0.8452000021934509","0.8452000021934509","1","1","1","1","1","1","0.41359999775886536","0.41359999775886536","0.41359999775886536","0.8517999649047852","0.8517999649047852","0.8517999649047852","1","1","1","1","1","1","0.3084000051021576","0.3084000051021576","0.3084000051021576","0.8277999758720398","0.8277999758720398","0.8277999758720398","1","1","1","1","1","1","0.2911999821662903","0.2911999821662903","0.2911999821662903","0.8285999894142151","0.8285999894142151","0.8285999894142151","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.27559998631477356","0.27559998631477356","0.27559998631477356","0.8283999562263489","0.8283999562263489","0.8283999562263489"
"672","1","1","1","1","1","1","0.3780999779701233","0.3780999779701233","0.3780999779701233","0.8450999855995178","0.8450999855995178","0.8450999855995178","1","1","1","1","1","1","0.4174000024795532","0.4174000024795532","0.4174000024795532","0.8509999513626099","0.8509999513626099","0.8509999513626099","1","1","1","1","1","1","0.2970999777317047","0.2970999777317047","0.2970999777317047","0.82669997215271","0.82669997215271","0.82669997215271","1","1","1","1","1","1","0.2962999939918518","0.2962999939918518","0.2962999939918518","0.8301999568939209","0.8301999568939209","0.8301999568939209","0.9996999502182007","0.9996999502182007","0.9996999502182007","1","1","1","0.28189998865127563","0.28189998865127563","0.28189998865127563","0.8301999568939209","0.8301999568939209","0.8301999568939209"
"683","1","1","1","1","1","1","0.3734000027179718","0.3734000027179718","0.3734000027179718","0.8422999978065491","0.8422999978065491","0.8422999978065491","1","1","1","1","1","1","0.4211999773979187","0.4211999773979187","0.4211999773979187","0.8513000011444092","0.8513000011444092","0.8513000011444092","1","1","1","1","1","1","0.3001999855041504","0.3001999855041504","0.3001999855041504","0.8279999494552612","0.8279999494552612","0.8279999494552612","1","1","1","1","1","1","0.29339998960494995","0.29339998960494995","0.29339998960494995","0.8296999931335449","0.8296999931335449","0.8296999931335449","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.27649998664855957","0.27649998664855957","0.27649998664855957","0.8301999568939209","0.8301999568939209","0.8301999568939209"
"694","1","1","1","1","1","1","0.3714999854564667","0.3714999854564667","0.3714999854564667","0.8422999978065491","0.8422999978065491","0.8422999978065491","1","1","1","1","1","1","0.4161999821662903","0.4161999821662903","0.4161999821662903","0.8497999906539917","0.8497999906539917","0.8497999906539917","1","1","1","1","1","1","0.29269999265670776","0.29269999265670776","0.29269999265670776","0.8252999782562256","0.8252999782562256","0.8252999782562256","1","1","1","1","1","1","0.30329999327659607","0.30329999327659607","0.30329999327659607","0.8327999711036682","0.8327999711036682","0.8327999711036682","1","1","1","1","1","1","0.2838999927043915","0.2838999927043915","0.2838999927043915","0.8312000036239624","0.8312000036239624","0.8312000036239624"
"705","1","1","1","1","1","1","0.3757999837398529","0.3757999837398529","0.3757999837398529","0.8420999646186829","0.8420999646186829","0.8420999646186829","1","1","1","1","1","1","0.4108999967575073","0.4108999967575073","0.4108999967575073","0.852899968624115","0.852899968624115","0.852899968624115","1","1","1","1","1","1","0.28949999809265137","0.28949999809265137","0.28949999809265137","0.8228999972343445","0.8228999972343445","0.8228999972343445","1","1","1","1","1","1","0.30559998750686646","0.30559998750686646","0.30559998750686646","0.8325999975204468","0.8325999975204468","0.8325999975204468","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.28279998898506165","0.28279998898506165","0.28279998898506165","0.8283999562263489","0.8283999562263489","0.8283999562263489"
"716","1","1","1","1","1","1","0.3831000030040741","0.3831000030040741","0.3831000030040741","0.847599983215332","0.847599983215332","0.847599983215332","1","1","1","1","1","1","0.40070000290870667","0.40070000290870667","0.40070000290870667","0.8489999771118164","0.8489999771118164","0.8489999771118164","1","1","1","1","1","1","0.29260000586509705","0.29260000586509705","0.29260000586509705","0.8248999714851379","0.8248999714851379","0.8248999714851379","1","1","1","1","1","1","0.29499998688697815","0.29499998688697815","0.29499998688697815","0.8294999599456787","0.8294999599456787","0.8294999599456787","0.9997999668121338","0.9997999668121338","0.9997999668121338","1","1","1","0.28679999709129333","0.28679999709129333","0.28679999709129333","0.8310999870300293","0.8310999870300293","0.8310999870300293"
"727","1","1","1","1","1","1","0.38429999351501465","0.38429999351501465","0.38429999351501465","0.8470999598503113","0.8470999598503113","0.8470999598503113","1","1","1","1","1","1","0.39899998903274536","0.39899998903274536","0.39899998903274536","0.8496999740600586","0.8496999740600586","0.8496999740600586","1","1","1","1","1","1","0.2886999845504761","0.2886999845504761","0.2886999845504761","0.8227999806404114","0.8227999806404114","0.8227999806404114","1","1","1","1","1","1","0.3082999885082245","0.3082999885082245","0.3082999885082245","0.8331999778747559","0.8331999778747559","0.8331999778747559","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2735999822616577","0.2735999822616577","0.2735999822616577","0.8276000022888184","0.8276000022888184","0.8276000022888184"
"738","1","1","1","1","1","1","0.38169997930526733","0.38169997930526733","0.38169997930526733","0.8467999696731567","0.8467999696731567","0.8467999696731567","1","1","1","1","1","1","0.406499981880188","0.406499981880188","0.406499981880188","0.8489999771118164","0.8489999771118164","0.8489999771118164","1","1","1","1","1","1","0.2962999939918518","0.2962999939918518","0.2962999939918518","0.8264999985694885","0.8264999985694885","0.8264999985694885","1","1","1","1","1","1","0.29589998722076416","0.29589998722076416","0.29589998722076416","0.8316999673843384","0.8316999673843384","0.8316999673843384","0.9997999668121338","0.9997999668121338","0.9997999668121338","1","1","1","0.28630000352859497","0.28630000352859497","0.28630000352859497","0.8313999772071838","0.8313999772071838","0.8313999772071838"
"749","1","1","1","1","1","1","0.3847000002861023","0.3847000002861023","0.3847000002861023","0.847000002861023","0.847000002861023","0.847000002861023","1","1","1","1","1","1","0.40799999237060547","0.40799999237060547","0.40799999237060547","0.8509999513626099","0.8509999513626099","0.8509999513626099","1","1","1","1","1","1","0.30379998683929443","0.30379998683929443","0.30379998683929443","0.8273999691009521","0.8273999691009521","0.8273999691009521","1","1","1","1","1","1","0.2963999807834625","0.2963999807834625","0.2963999807834625","0.8337999582290649","0.8337999582290649","0.8337999582290649","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.274399995803833","0.274399995803833","0.274399995803833","0.8303999900817871","0.8303999900817871","0.8303999900817871"
"760","1","1","1","1","1","1","0.3847000002861023","0.3847000002861023","0.3847000002861023","0.8461999893188477","0.8461999893188477","0.8461999893188477","1","1","1","1","1","1","0.38189998269081116","0.38189998269081116","0.38189998269081116","0.8430999517440796","0.8430999517440796","0.8430999517440796","1","1","1","1","1","1","0.3044999837875366","0.3044999837875366","0.3044999837875366","0.8258000016212463","0.8258000016212463","0.8258000016212463","1","1","1","1","1","1","0.30059999227523804","0.30059999227523804","0.30059999227523804","0.8330000042915344","0.8330000042915344","0.8330000042915344","1","1","1","1","1","1","0.2815999984741211","0.2815999984741211","0.2815999984741211","0.8309999704360962","0.8309999704360962","0.8309999704360962"
"771","1","1","1","1","1","1","0.3781999945640564","0.3781999945640564","0.3781999945640564","0.8435999751091003","0.8435999751091003","0.8435999751091003","1","1","1","1","1","1","0.38589999079704285","0.38589999079704285","0.38589999079704285","0.8446999788284302","0.8446999788284302","0.8446999788284302","1","1","1","1","1","1","0.2955999970436096","0.2955999970436096","0.2955999970436096","0.8235999941825867","0.8235999941825867","0.8235999941825867","1","1","1","1","1","1","0.3139999806880951","0.3139999806880951","0.3139999806880951","0.8371999859809875","0.8371999859809875","0.8371999859809875","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.29350000619888306","0.29350000619888306","0.29350000619888306","0.8335999846458435","0.8335999846458435","0.8335999846458435"
"782","1","1","1","1","1","1","0.37849998474121094","0.37849998474121094","0.37849998474121094","0.8440999984741211","0.8440999984741211","0.8440999984741211","1","1","1","1","1","1","0.4050000011920929","0.4050000011920929","0.4050000011920929","0.851099967956543","0.851099967956543","0.851099967956543","1","1","1","1","1","1","0.30979999899864197","0.30979999899864197","0.30979999899864197","0.827299952507019","0.827299952507019","0.827299952507019","1","1","1","1","1","1","0.3150999844074249","0.3150999844074249","0.3150999844074249","0.8381999731063843","0.8381999731063843","0.8381999731063843","0.9996999502182007","0.9996999502182007","0.9996999502182007","1","1","1","0.2857999801635742","0.2857999801635742","0.2857999801635742","0.8325999975204468","0.8325999975204468","0.8325999975204468"
"793","1","1","1","1","1","1","0.37529999017715454","0.37529999017715454","0.37529999017715454","0.8442999720573425","0.8442999720573425","0.8442999720573425","1","1","1","1","1","1","0.3986999988555908","0.3986999988555908","0.3986999988555908","0.849399983882904","0.849399983882904","0.849399983882904","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.3150999844074249","0.3150999844074249","0.3150999844074249","0.8305999636650085","0.8305999636650085","0.8305999636650085","1","1","1","1","1","1","0.3163999915122986","0.3163999915122986","0.3163999915122986","0.8344999551773071","0.8344999551773071","0.8344999551773071","1","1","1","1","1","1","0.275299996137619","0.275299996137619","0.275299996137619","0.8290999531745911","0.8290999531745911","0.8290999531745911"
"804","1","1","1","1","1","1","0.38819998502731323","0.38819998502731323","0.38819998502731323","0.8452000021934509","0.8452000021934509","0.8452000021934509","1","1","1","1","1","1","0.4050000011920929","0.4050000011920929","0.4050000011920929","0.8500999808311462","0.8500999808311462","0.8500999808311462","1","1","1","1","1","1","0.31279999017715454","0.31279999017715454","0.31279999017715454","0.8278999924659729","0.8278999924659729","0.8278999924659729","1","1","1","1","1","1","0.3057999908924103","0.3057999908924103","0.3057999908924103","0.8312000036239624","0.8312000036239624","0.8312000036239624","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.28209999203681946","0.28209999203681946","0.28209999203681946","0.8301999568939209","0.8301999568939209","0.8301999568939209"
"815","1","1","1","1","1","1","0.3888999819755554","0.3888999819755554","0.3888999819755554","0.8460999727249146","0.8460999727249146","0.8460999727249146","1","1","1","1","1","1","0.4088999927043915","0.4088999927043915","0.4088999927043915","0.8521999716758728","0.8521999716758728","0.8521999716758728","1","1","1","1","1","1","0.30219998955726624","0.30219998955726624","0.30219998955726624","0.8258999586105347","0.8258999586105347","0.8258999586105347","1","1","1","1","1","1","0.29499998688697815","0.29499998688697815","0.29499998688697815","0.8300999999046326","0.8300999999046326","0.8300999999046326","0.9997999668121338","0.9997999668121338","0.9997999668121338","1","1","1","0.287200003862381","0.287200003862381","0.287200003862381","0.8325999975204468","0.8325999975204468","0.8325999975204468"
"826","1","1","1","1","1","1","0.38679999113082886","0.38679999113082886","0.38679999113082886","0.8461999893188477","0.8461999893188477","0.8461999893188477","1","1","1","1","1","1","0.4287000000476837","0.4287000000476837","0.4287000000476837","0.8550999760627747","0.8550999760627747","0.8550999760627747","1","1","1","1","1","1","0.29099997878074646","0.29099997878074646","0.29099997878074646","0.8219999670982361","0.8219999670982361","0.8219999670982361","1","1","1","1","1","1","0.2947999835014343","0.2947999835014343","0.2947999835014343","0.8327999711036682","0.8327999711036682","0.8327999711036682","1","1","1","1","1","1","0.29170000553131104","0.29170000553131104","0.29170000553131104","0.8333999514579773","0.8333999514579773","0.8333999514579773"
"837","1","1","1","1","1","1","0.36579999327659607","0.36579999327659607","0.36579999327659607","0.8407999873161316","0.8407999873161316","0.8407999873161316","1","1","1","1","1","1","0.42409998178482056","0.42409998178482056","0.42409998178482056","0.8561999797821045","0.8561999797821045","0.8561999797821045","1","1","1","1","1","1","0.3114999830722809","0.3114999830722809","0.3114999830722809","0.8280999660491943","0.8280999660491943","0.8280999660491943","1","1","1","1","1","1","0.3157999813556671","0.3157999813556671","0.3157999813556671","0.8375999927520752","0.8375999927520752","0.8375999927520752","1","1","1","1","1","1","0.2954999804496765","0.2954999804496765","0.2954999804496765","0.8337999582290649","0.8337999582290649","0.8337999582290649"
"848","1","1","1","1","1","1","0.3921999931335449","0.3921999931335449","0.3921999931335449","0.8481000065803528","0.8481000065803528","0.8481000065803528","1","1","1","1","1","1","0.41920000314712524","0.41920000314712524","0.41920000314712524","0.8555999994277954","0.8555999994277954","0.8555999994277954","1","1","1","1","1","1","0.3077999949455261","0.3077999949455261","0.3077999949455261","0.8287000060081482","0.8287000060081482","0.8287000060081482","1","1","1","1","1","1","0.2920999825000763","0.2920999825000763","0.2920999825000763","0.8310999870300293","0.8310999870300293","0.8310999870300293","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2906000018119812","0.2906000018119812","0.2906000018119812","0.8324999809265137","0.8324999809265137","0.8324999809265137"
"859","1","1","1","1","1","1","0.39399999380111694","0.39399999380111694","0.39399999380111694","0.8484999537467957","0.8484999537467957","0.8484999537467957","1","1","1","1","1","1","0.43609997630119324","0.43609997630119324","0.43609997630119324","0.8603999614715576","0.8603999614715576","0.8603999614715576","1","1","1","1","1","1","0.3182999789714813","0.3182999789714813","0.3182999789714813","0.8307999968528748","0.8307999968528748","0.8307999968528748","1","1","1","1","1","1","0.3019999861717224","0.3019999861717224","0.3019999861717224","0.8337000012397766","0.8337000012397766","0.8337000012397766","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2924000024795532","0.2924000024795532","0.2924000024795532","0.8333999514579773","0.8333999514579773","0.8333999514579773"
"870","1","1","1","1","1","1","0.38580000400543213","0.38580000400543213","0.38580000400543213","0.8463000059127808","0.8463000059127808","0.8463000059127808","1","1","1","1","1","1","0.43479999899864197","0.43479999899864197","0.43479999899864197","0.8587999939918518","0.8587999939918518","0.8587999939918518","1","1","1","1","1","1","0.31290000677108765","0.31290000677108765","0.31290000677108765","0.8287999629974365","0.8287999629974365","0.8287999629974365","1","1","1","1","1","1","0.3024999797344208","0.3024999797344208","0.3024999797344208","0.8344999551773071","0.8344999551773071","0.8344999551773071","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.28859999775886536","0.28859999775886536","0.28859999775886536","0.8323000073432922","0.8323000073432922","0.8323000073432922"
"881","1","1","1","1","1","1","0.3815999925136566","0.3815999925136566","0.3815999925136566","0.8463999629020691","0.8463999629020691","0.8463999629020691","1","1","1","1","1","1","0.4343999922275543","0.4343999922275543","0.4343999922275543","0.8616999983787537","0.8616999983787537","0.8616999983787537","1","1","1","1","1","1","0.3181999921798706","0.3181999921798706","0.3181999921798706","0.8297999501228333","0.8297999501228333","0.8297999501228333","1","1","1","1","1","1","0.31769999861717224","0.31769999861717224","0.31769999861717224","0.8352999687194824","0.8352999687194824","0.8352999687194824","1","1","1","1","1","1","0.296099990606308","0.296099990606308","0.296099990606308","0.8339999914169312","0.8339999914169312","0.8339999914169312"
"892","1","1","1","1","1","1","0.3813000023365021","0.3813000023365021","0.3813000023365021","0.8454999923706055","0.8454999923706055","0.8454999923706055","1","1","1","1","1","1","0.4424999952316284","0.4424999952316284","0.4424999952316284","0.8606999516487122","0.8606999516487122","0.8606999516487122","1","1","1","1","1","1","0.31859999895095825","0.31859999895095825","0.31859999895095825","0.8296999931335449","0.8296999931335449","0.8296999931335449","1","1","1","1","1","1","0.31029999256134033","0.31029999256134033","0.31029999256134033","0.8355000019073486","0.8355000019073486","0.8355000019073486","0.9997999668121338","0.9997999668121338","0.9997999668121338","1","1","1","0.2865999937057495","0.2865999937057495","0.2865999937057495","0.8317999839782715","0.8317999839782715","0.8317999839782715"
"903","1","1","1","1","1","1","0.38749998807907104","0.38749998807907104","0.38749998807907104","0.847000002861023","0.847000002861023","0.847000002861023","1","1","1","1","1","1","0.43050000071525574","0.43050000071525574","0.43050000071525574","0.8565999865531921","0.8565999865531921","0.8565999865531921","1","1","1","1","1","1","0.29490000009536743","0.29490000009536743","0.29490000009536743","0.8259999752044678","0.8259999752044678","0.8259999752044678","1","1","1","1","1","1","0.32089999318122864","0.32089999318122864","0.32089999318122864","0.8367999792098999","0.8367999792098999","0.8367999792098999","1","1","1","1","1","1","0.2946999967098236","0.2946999967098236","0.2946999967098236","0.8346999883651733","0.8346999883651733","0.8346999883651733"
"914","1","1","1","1","1","1","0.3928000032901764","0.3928000032901764","0.3928000032901764","0.8463999629020691","0.8463999629020691","0.8463999629020691","1","1","1","1","1","1","0.429099977016449","0.429099977016449","0.429099977016449","0.857699990272522","0.857699990272522","0.857699990272522","1","1","1","1","1","1","0.30489999055862427","0.30489999055862427","0.30489999055862427","0.8280999660491943","0.8280999660491943","0.8280999660491943","1","1","1","1","1","1","0.3107999861240387","0.3107999861240387","0.3107999861240387","0.8362999558448792","0.8362999558448792","0.8362999558448792","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.27889999747276306","0.27889999747276306","0.27889999747276306","0.8306999802589417","0.8306999802589417","0.8306999802589417"
"925","1","1","1","1","1","1","0.3950999975204468","0.3950999975204468","0.3950999975204468","0.8476999998092651","0.8476999998092651","0.8476999998092651","1","1","1","1","1","1","0.42409998178482056","0.42409998178482056","0.42409998178482056","0.856499969959259","0.856499969959259","0.856499969959259","1","1","1","1","1","1","0.3154999911785126","0.3154999911785126","0.3154999911785126","0.8319999575614929","0.8319999575614929","0.8319999575614929","1","1","1","1","1","1","0.3057999908924103","0.3057999908924103","0.3057999908924103","0.8341999650001526","0.8341999650001526","0.8341999650001526","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2969000041484833","0.2969000041484833","0.2969000041484833","0.8360999822616577","0.8360999822616577","0.8360999822616577"
"936","1","1","1","1","1","1","0.39319998025894165","0.39319998025894165","0.39319998025894165","0.8486999869346619","0.8486999869346619","0.8486999869346619","1","1","1","1","1","1","0.42800000309944153","0.42800000309944153","0.42800000309944153","0.8561999797821045","0.8561999797821045","0.8561999797821045","1","1","1","1","1","1","0.3109000027179718","0.3109000027179718","0.3109000027179718","0.8299999833106995","0.8299999833106995","0.8299999833106995","1","1","1","1","1","1","0.29409998655319214","0.29409998655319214","0.29409998655319214","0.8314999938011169","0.8314999938011169","0.8314999938011169","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2987000048160553","0.2987000048160553","0.2987000048160553","0.8342999815940857","0.8342999815940857","0.8342999815940857"
"947","1","1","1","1","1","1","0.3969999849796295","0.3969999849796295","0.3969999849796295","0.8482999801635742","0.8482999801635742","0.8482999801635742","1","1","1","1","1","1","0.43689998984336853","0.43689998984336853","0.43689998984336853","0.8605999946594238","0.8605999946594238","0.8605999946594238","1","1","1","1","1","1","0.3050000071525574","0.3050000071525574","0.3050000071525574","0.8294000029563904","0.8294000029563904","0.8294000029563904","1","1","1","1","1","1","0.3024999797344208","0.3024999797344208","0.3024999797344208","0.8324999809265137","0.8324999809265137","0.8324999809265137","1","1","1","1","1","1","0.29499998688697815","0.29499998688697815","0.29499998688697815","0.8337000012397766","0.8337000012397766","0.8337000012397766"
"958","1","1","1","1","1","1","0.3933999836444855","0.3933999836444855","0.3933999836444855","0.8474999666213989","0.8474999666213989","0.8474999666213989","1","1","1","1","1","1","0.421099990606308","0.421099990606308","0.421099990606308","0.856499969959259","0.856499969959259","0.856499969959259","1","1","1","1","1","1","0.319599986076355","0.319599986076355","0.319599986076355","0.8333999514579773","0.8333999514579773","0.8333999514579773","1","1","1","1","1","1","0.30079999566078186","0.30079999566078186","0.30079999566078186","0.8309999704360962","0.8309999704360962","0.8309999704360962","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.3005000054836273","0.3005000054836273","0.3005000054836273","0.835099995136261","0.835099995136261","0.835099995136261"
"969","1","1","1","1","1","1","0.3992999792098999","0.3992999792098999","0.3992999792098999","0.8495999574661255","0.8495999574661255","0.8495999574661255","1","1","1","1","1","1","0.4132999777793884","0.4132999777793884","0.4132999777793884","0.856499969959259","0.856499969959259","0.856499969959259","1","1","1","1","1","1","0.3109999895095825","0.3109999895095825","0.3109999895095825","0.8303999900817871","0.8303999900817871","0.8303999900817871","1","1","1","1","1","1","0.29670000076293945","0.29670000076293945","0.29670000076293945","0.8299999833106995","0.8299999833106995","0.8299999833106995","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.3075999915599823","0.3075999915599823","0.3075999915599823","0.8361999988555908","0.8361999988555908","0.8361999988555908"
"980","1","1","1","1","1","1","0.39719998836517334","0.39719998836517334","0.39719998836517334","0.8489999771118164","0.8489999771118164","0.8489999771118164","1","1","1","1","1","1","0.42549997568130493","0.42549997568130493","0.42549997568130493","0.8583999872207642","0.8583999872207642","0.8583999872207642","1","1","1","1","1","1","0.31630000472068787","0.31630000472068787","0.31630000472068787","0.8333999514579773","0.8333999514579773","0.8333999514579773","1","1","1","1","1","1","0.30309998989105225","0.30309998989105225","0.30309998989105225","0.8314999938011169","0.8314999938011169","0.8314999938011169","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2955999970436096","0.2955999970436096","0.2955999970436096","0.8337000012397766","0.8337000012397766","0.8337000012397766"
"991","1","1","1","1","1","1","0.39249998331069946","0.39249998331069946","0.39249998331069946","0.8464999794960022","0.8464999794960022","0.8464999794960022","1","1","1","1","1","1","0.42399999499320984","0.42399999499320984","0.42399999499320984","0.8557999730110168","0.8557999730110168","0.8557999730110168","1","1","1","1","1","1","0.3260999917984009","0.3260999917984009","0.3260999917984009","0.8346999883651733","0.8346999883651733","0.8346999883651733","1","1","1","1","1","1","0.28380000591278076","0.28380000591278076","0.28380000591278076","0.826200008392334","0.826200008392334","0.826200008392334","0.9998999834060669","0.9998999834060669","0.9998999834060669","1","1","1","0.2992999851703644","0.2992999851703644","0.2992999851703644","0.8346999883651733","0.8346999883651733","0.8346999883651733"
