"Step","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=8, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=128, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=16, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=64, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic1_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - ic2_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - iw_acc__MAX","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MIN","Readout, K=512, L=32, p_B=0.5, p_C=0.5, B=4, eps=0 - test_acc__MAX"
"4170","1","1","1","1","1","1","0.4213999807834625","0.4213999807834625","0.4213999807834625","0.8549999594688416","0.8549999594688416","0.8549999594688416","1","1","1","1","1","1","0.4675999879837036","0.4675999879837036","0.4675999879837036","0.8664000034332275","0.8664000034332275","0.8664000034332275","1","1","1","1","1","1","0.3617999851703644","0.3617999851703644","0.3617999851703644","0.8434000015258789","0.8434000015258789","0.8434000015258789","1","1","1","1","1","1","0.3172000050544739","0.3172000050544739","0.3172000050544739","0.8362999558448792","0.8362999558448792","0.8362999558448792","1","1","1","1","1","1","0.3287999927997589","0.3287999927997589","0.3287999927997589","0.840399980545044","0.840399980545044","0.840399980545044"
"4181","1","1","1","1","1","1","0.41449999809265137","0.41449999809265137","0.41449999809265137","0.8529999852180481","0.8529999852180481","0.8529999852180481","1","1","1","1","1","1","0.46789997816085815","0.46789997816085815","0.46789997816085815","0.8657999634742737","0.8657999634742737","0.8657999634742737","1","1","1","1","1","1","0.36309999227523804","0.36309999227523804","0.36309999227523804","0.8435999751091003","0.8435999751091003","0.8435999751091003","1","1","1","1","1","1","0.3287999927997589","0.3287999927997589","0.3287999927997589","0.8384000062942505","0.8384000062942505","0.8384000062942505","1","1","1","1","1","1","0.3172000050544739","0.3172000050544739","0.3172000050544739","0.8369999527931213","0.8369999527931213","0.8369999527931213"
"4192","1","1","1","1","1","1","0.42879998683929443","0.42879998683929443","0.42879998683929443","0.85589998960495","0.85589998960495","0.85589998960495","1","1","1","1","1","1","0.4488999843597412","0.4488999843597412","0.4488999843597412","0.8621999621391296","0.8621999621391296","0.8621999621391296","1","1","1","1","1","1","0.35409998893737793","0.35409998893737793","0.35409998893737793","0.840399980545044","0.840399980545044","0.840399980545044","1","1","1","1","1","1","0.3212999999523163","0.3212999999523163","0.3212999999523163","0.8363999724388123","0.8363999724388123","0.8363999724388123","1","1","1","1","1","1","0.3227999806404114","0.3227999806404114","0.3227999806404114","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"4203","1","1","1","1","1","1","0.43149998784065247","0.43149998784065247","0.43149998784065247","0.8575999736785889","0.8575999736785889","0.8575999736785889","1","1","1","1","1","1","0.45649999380111694","0.45649999380111694","0.45649999380111694","0.8640999794006348","0.8640999794006348","0.8640999794006348","1","1","1","1","1","1","0.3671000003814697","0.3671000003814697","0.3671000003814697","0.8440999984741211","0.8440999984741211","0.8440999984741211","1","1","1","1","1","1","0.32259997725486755","0.32259997725486755","0.32259997725486755","0.8356999754905701","0.8356999754905701","0.8356999754905701","1","1","1","1","1","1","0.3319999873638153","0.3319999873638153","0.3319999873638153","0.8424999713897705","0.8424999713897705","0.8424999713897705"
"4214","1","1","1","1","1","1","0.42729997634887695","0.42729997634887695","0.42729997634887695","0.8567999601364136","0.8567999601364136","0.8567999601364136","1","1","1","1","1","1","0.45479997992515564","0.45479997992515564","0.45479997992515564","0.8643999695777893","0.8643999695777893","0.8643999695777893","1","1","1","1","1","1","0.3628999888896942","0.3628999888896942","0.3628999888896942","0.842799961566925","0.842799961566925","0.842799961566925","1","1","1","1","1","1","0.3244999945163727","0.3244999945163727","0.3244999945163727","0.8371999859809875","0.8371999859809875","0.8371999859809875","1","1","1","1","1","1","0.3141999840736389","0.3141999840736389","0.3141999840736389","0.8388999700546265","0.8388999700546265","0.8388999700546265"
"4225","1","1","1","1","1","1","0.4350000023841858","0.4350000023841858","0.4350000023841858","0.8585000038146973","0.8585000038146973","0.8585000038146973","1","1","1","1","1","1","0.4642999768257141","0.4642999768257141","0.4642999768257141","0.8662999868392944","0.8662999868392944","0.8662999868392944","1","1","1","1","1","1","0.36579999327659607","0.36579999327659607","0.36579999327659607","0.8438000082969666","0.8438000082969666","0.8438000082969666","1","1","1","1","1","1","0.3278999924659729","0.3278999924659729","0.3278999924659729","0.8373000025749207","0.8373000025749207","0.8373000025749207","1","1","1","1","1","1","0.32189998030662537","0.32189998030662537","0.32189998030662537","0.8406999707221985","0.8406999707221985","0.8406999707221985"
"4236","1","1","1","1","1","1","0.43050000071525574","0.43050000071525574","0.43050000071525574","0.8578999638557434","0.8578999638557434","0.8578999638557434","1","1","1","1","1","1","0.4619999825954437","0.4619999825954437","0.4619999825954437","0.8658999800682068","0.8658999800682068","0.8658999800682068","1","1","1","1","1","1","0.3637999892234802","0.3637999892234802","0.3637999892234802","0.8431999683380127","0.8431999683380127","0.8431999683380127","1","1","1","1","1","1","0.32499998807907104","0.32499998807907104","0.32499998807907104","0.837399959564209","0.837399959564209","0.837399959564209","1","1","1","1","1","1","0.3190999925136566","0.3190999925136566","0.3190999925136566","0.8391000032424927","0.8391000032424927","0.8391000032424927"
"4247","1","1","1","1","1","1","0.4293999969959259","0.4293999969959259","0.4293999969959259","0.8579999804496765","0.8579999804496765","0.8579999804496765","1","1","1","1","1","1","0.4672999978065491","0.4672999978065491","0.4672999978065491","0.8659999966621399","0.8659999966621399","0.8659999966621399","1","1","1","1","1","1","0.35929998755455017","0.35929998755455017","0.35929998755455017","0.8424999713897705","0.8424999713897705","0.8424999713897705","1","1","1","1","1","1","0.3285999894142151","0.3285999894142151","0.3285999894142151","0.8367999792098999","0.8367999792098999","0.8367999792098999","1","1","1","1","1","1","0.3296000063419342","0.3296000063419342","0.3296000063419342","0.840499997138977","0.840499997138977","0.840499997138977"
"4258","1","1","1","1","1","1","0.4221999943256378","0.4221999943256378","0.4221999943256378","0.8539999723434448","0.8539999723434448","0.8539999723434448","1","1","1","1","1","1","0.45969998836517334","0.45969998836517334","0.45969998836517334","0.8646000027656555","0.8646000027656555","0.8646000027656555","1","1","1","1","1","1","0.3612000048160553","0.3612000048160553","0.3612000048160553","0.8431999683380127","0.8431999683380127","0.8431999683380127","1","1","1","1","1","1","0.3296999931335449","0.3296999931335449","0.3296999931335449","0.8375999927520752","0.8375999927520752","0.8375999927520752","1","1","1","1","1","1","0.335099995136261","0.335099995136261","0.335099995136261","0.8424999713897705","0.8424999713897705","0.8424999713897705"
"4269","1","1","1","1","1","1","0.4309999942779541","0.4309999942779541","0.4309999942779541","0.8588999509811401","0.8588999509811401","0.8588999509811401","1","1","1","1","1","1","0.45889997482299805","0.45889997482299805","0.45889997482299805","0.8661999702453613","0.8661999702453613","0.8661999702453613","1","1","1","1","1","1","0.3562999963760376","0.3562999963760376","0.3562999963760376","0.842799961566925","0.842799961566925","0.842799961566925","1","1","1","1","1","1","0.32760000228881836","0.32760000228881836","0.32760000228881836","0.8379999995231628","0.8379999995231628","0.8379999995231628","1","1","1","1","1","1","0.3287000060081482","0.3287000060081482","0.3287000060081482","0.8410999774932861","0.8410999774932861","0.8410999774932861"
"4280","1","1","1","1","1","1","0.4332999885082245","0.4332999885082245","0.4332999885082245","0.8585000038146973","0.8585000038146973","0.8585000038146973","1","1","1","1","1","1","0.4502999782562256","0.4502999782562256","0.4502999782562256","0.8621000051498413","0.8621000051498413","0.8621000051498413","1","1","1","1","1","1","0.35740000009536743","0.35740000009536743","0.35740000009536743","0.8416999578475952","0.8416999578475952","0.8416999578475952","1","1","1","1","1","1","0.3285999894142151","0.3285999894142151","0.3285999894142151","0.8367999792098999","0.8367999792098999","0.8367999792098999","1","1","1","1","1","1","0.3432999849319458","0.3432999849319458","0.3432999849319458","0.8445000052452087","0.8445000052452087","0.8445000052452087"
"4291","1","1","1","1","1","1","0.4372999966144562","0.4372999966144562","0.4372999966144562","0.8593999743461609","0.8593999743461609","0.8593999743461609","1","1","1","1","1","1","0.4643999934196472","0.4643999934196472","0.4643999934196472","0.8654999732971191","0.8654999732971191","0.8654999732971191","1","1","1","1","1","1","0.367499977350235","0.367499977350235","0.367499977350235","0.8452999591827393","0.8452999591827393","0.8452999591827393","1","1","1","1","1","1","0.3344999849796295","0.3344999849796295","0.3344999849796295","0.8389999866485596","0.8389999866485596","0.8389999866485596","1","1","1","1","1","1","0.33550000190734863","0.33550000190734863","0.33550000190734863","0.8417999744415283","0.8417999744415283","0.8417999744415283"
"4302","1","1","1","1","1","1","0.43149998784065247","0.43149998784065247","0.43149998784065247","0.858299970626831","0.858299970626831","0.858299970626831","1","1","1","1","1","1","0.4642999768257141","0.4642999768257141","0.4642999768257141","0.8664000034332275","0.8664000034332275","0.8664000034332275","1","1","1","1","1","1","0.3667999804019928","0.3667999804019928","0.3667999804019928","0.8440999984741211","0.8440999984741211","0.8440999984741211","1","1","1","1","1","1","0.32909998297691345","0.32909998297691345","0.32909998297691345","0.8374999761581421","0.8374999761581421","0.8374999761581421","1","1","1","1","1","1","0.32919999957084656","0.32919999957084656","0.32919999957084656","0.8398000001907349","0.8398000001907349","0.8398000001907349"
"4313","1","1","1","1","1","1","0.4275999963283539","0.4275999963283539","0.4275999963283539","0.8567999601364136","0.8567999601364136","0.8567999601364136","1","1","1","1","1","1","0.4624999761581421","0.4624999761581421","0.4624999761581421","0.8654999732971191","0.8654999732971191","0.8654999732971191","1","1","1","1","1","1","0.35999998450279236","0.35999998450279236","0.35999998450279236","0.8430999517440796","0.8430999517440796","0.8430999517440796","1","1","1","1","1","1","0.32979997992515564","0.32979997992515564","0.32979997992515564","0.8376999497413635","0.8376999497413635","0.8376999497413635","1","1","1","1","1","1","0.3328999876976013","0.3328999876976013","0.3328999876976013","0.8422999978065491","0.8422999978065491","0.8422999978065491"
"4324","1","1","1","1","1","1","0.430899977684021","0.430899977684021","0.430899977684021","0.8590999841690063","0.8590999841690063","0.8590999841690063","1","1","1","1","1","1","0.46059998869895935","0.46059998869895935","0.46059998869895935","0.863599956035614","0.863599956035614","0.863599956035614","1","1","1","1","1","1","0.35189998149871826","0.35189998149871826","0.35189998149871826","0.8412999510765076","0.8412999510765076","0.8412999510765076","1","1","1","1","1","1","0.34039998054504395","0.34039998054504395","0.34039998054504395","0.8396999835968018","0.8396999835968018","0.8396999835968018","1","1","1","1","1","1","0.3326999843120575","0.3326999843120575","0.3326999843120575","0.8417999744415283","0.8417999744415283","0.8417999744415283"
"4335","1","1","1","1","1","1","0.4306999742984772","0.4306999742984772","0.4306999742984772","0.858299970626831","0.858299970626831","0.858299970626831","1","1","1","1","1","1","0.46050000190734863","0.46050000190734863","0.46050000190734863","0.8646000027656555","0.8646000027656555","0.8646000027656555","1","1","1","1","1","1","0.3662000000476837","0.3662000000476837","0.3662000000476837","0.8443999886512756","0.8443999886512756","0.8443999886512756","1","1","1","1","1","1","0.3278000056743622","0.3278000056743622","0.3278000056743622","0.8369999527931213","0.8369999527931213","0.8369999527931213","1","1","1","1","1","1","0.3402999937534332","0.3402999937534332","0.3402999937534332","0.8434000015258789","0.8434000015258789","0.8434000015258789"
"4346","1","1","1","1","1","1","0.43199998140335083","0.43199998140335083","0.43199998140335083","0.8590999841690063","0.8590999841690063","0.8590999841690063","1","1","1","1","1","1","0.4513999819755554","0.4513999819755554","0.4513999819755554","0.8621000051498413","0.8621000051498413","0.8621000051498413","1","1","1","1","1","1","0.3646000027656555","0.3646000027656555","0.3646000027656555","0.843999981880188","0.843999981880188","0.843999981880188","1","1","1","1","1","1","0.33550000190734863","0.33550000190734863","0.33550000190734863","0.8384000062942505","0.8384000062942505","0.8384000062942505","1","1","1","1","1","1","0.3366999924182892","0.3366999924182892","0.3366999924182892","0.8418999910354614","0.8418999910354614","0.8418999910354614"
"4357","1","1","1","1","1","1","0.43959999084472656","0.43959999084472656","0.43959999084472656","0.8616999983787537","0.8616999983787537","0.8616999983787537","1","1","1","1","1","1","0.4617999792098999","0.4617999792098999","0.4617999792098999","0.8632999658584595","0.8632999658584595","0.8632999658584595","1","1","1","1","1","1","0.3633999824523926","0.3633999824523926","0.3633999824523926","0.8434999585151672","0.8434999585151672","0.8434999585151672","1","1","1","1","1","1","0.3346000015735626","0.3346000015735626","0.3346000015735626","0.840499997138977","0.840499997138977","0.840499997138977","1","1","1","1","1","1","0.33570000529289246","0.33570000529289246","0.33570000529289246","0.8427000045776367","0.8427000045776367","0.8427000045776367"
"4368","1","1","1","1","1","1","0.4341999888420105","0.4341999888420105","0.4341999888420105","0.8586999773979187","0.8586999773979187","0.8586999773979187","1","1","1","1","1","1","0.445499986410141","0.445499986410141","0.445499986410141","0.8606999516487122","0.8606999516487122","0.8606999516487122","1","1","1","1","1","1","0.3649999797344208","0.3649999797344208","0.3649999797344208","0.8452000021934509","0.8452000021934509","0.8452000021934509","1","1","1","1","1","1","0.34849998354911804","0.34849998354911804","0.34849998354911804","0.8432999849319458","0.8432999849319458","0.8432999849319458","1","1","1","1","1","1","0.335099995136261","0.335099995136261","0.335099995136261","0.8425999879837036","0.8425999879837036","0.8425999879837036"
"4379","1","1","1","1","1","1","0.43039998412132263","0.43039998412132263","0.43039998412132263","0.858299970626831","0.858299970626831","0.858299970626831","1","1","1","1","1","1","0.4512999951839447","0.4512999951839447","0.4512999951839447","0.8608999848365784","0.8608999848365784","0.8608999848365784","1","1","1","1","1","1","0.3625999987125397","0.3625999987125397","0.3625999987125397","0.8448999524116516","0.8448999524116516","0.8448999524116516","1","1","1","1","1","1","0.34849998354911804","0.34849998354911804","0.34849998354911804","0.8423999547958374","0.8423999547958374","0.8423999547958374","1","1","1","1","1","1","0.3351999819278717","0.3351999819278717","0.3351999819278717","0.8435999751091003","0.8435999751091003","0.8435999751091003"
"4390","1","1","1","1","1","1","0.43379998207092285","0.43379998207092285","0.43379998207092285","0.8585999608039856","0.8585999608039856","0.8585999608039856","1","1","1","1","1","1","0.45489999651908875","0.45489999651908875","0.45489999651908875","0.8610999584197998","0.8610999584197998","0.8610999584197998","1","1","1","1","1","1","0.36159998178482056","0.36159998178482056","0.36159998178482056","0.8434000015258789","0.8434000015258789","0.8434000015258789","1","1","1","1","1","1","0.3391000032424927","0.3391000032424927","0.3391000032424927","0.8402999639511108","0.8402999639511108","0.8402999639511108","1","1","1","1","1","1","0.3360999822616577","0.3360999822616577","0.3360999822616577","0.8438999652862549","0.8438999652862549","0.8438999652862549"
"4401","1","1","1","1","1","1","0.4343999922275543","0.4343999922275543","0.4343999922275543","0.8589999675750732","0.8589999675750732","0.8589999675750732","1","1","1","1","1","1","0.4502999782562256","0.4502999782562256","0.4502999782562256","0.8575999736785889","0.8575999736785889","0.8575999736785889","1","1","1","1","1","1","0.3662000000476837","0.3662000000476837","0.3662000000476837","0.8450999855995178","0.8450999855995178","0.8450999855995178","1","1","1","1","1","1","0.34049999713897705","0.34049999713897705","0.34049999713897705","0.842199981212616","0.842199981212616","0.842199981212616","1","1","1","1","1","1","0.3407999873161316","0.3407999873161316","0.3407999873161316","0.8445999622344971","0.8445999622344971","0.8445999622344971"
"4412","1","1","1","1","1","1","0.4350000023841858","0.4350000023841858","0.4350000023841858","0.8597999811172485","0.8597999811172485","0.8597999811172485","1","1","1","1","1","1","0.46369999647140503","0.46369999647140503","0.46369999647140503","0.8613999485969543","0.8613999485969543","0.8613999485969543","1","1","1","1","1","1","0.36399999260902405","0.36399999260902405","0.36399999260902405","0.8441999554634094","0.8441999554634094","0.8441999554634094","1","1","1","1","1","1","0.33409997820854187","0.33409997820854187","0.33409997820854187","0.8412999510765076","0.8412999510765076","0.8412999510765076","1","1","1","1","1","1","0.3376999795436859","0.3376999795436859","0.3376999795436859","0.8445000052452087","0.8445000052452087","0.8445000052452087"
"4423","1","1","1","1","1","1","0.439300000667572","0.439300000667572","0.439300000667572","0.8600999712944031","0.8600999712944031","0.8600999712944031","1","1","1","1","1","1","0.4616999924182892","0.4616999924182892","0.4616999924182892","0.8619999885559082","0.8619999885559082","0.8619999885559082","1","1","1","1","1","1","0.36409997940063477","0.36409997940063477","0.36409997940063477","0.8440999984741211","0.8440999984741211","0.8440999984741211","1","1","1","1","1","1","0.34709998965263367","0.34709998965263367","0.34709998965263367","0.842199981212616","0.842199981212616","0.842199981212616","1","1","1","1","1","1","0.3330000042915344","0.3330000042915344","0.3330000042915344","0.8416999578475952","0.8416999578475952","0.8416999578475952"
"4434","1","1","1","1","1","1","0.43849998712539673","0.43849998712539673","0.43849998712539673","0.8596000075340271","0.8596000075340271","0.8596000075340271","1","1","1","1","1","1","0.4585999846458435","0.4585999846458435","0.4585999846458435","0.861299991607666","0.861299991607666","0.861299991607666","1","1","1","1","1","1","0.37129998207092285","0.37129998207092285","0.37129998207092285","0.8456999659538269","0.8456999659538269","0.8456999659538269","1","1","1","1","1","1","0.33559998869895935","0.33559998869895935","0.33559998869895935","0.8400999903678894","0.8400999903678894","0.8400999903678894","1","1","1","1","1","1","0.32850000262260437","0.32850000262260437","0.32850000262260437","0.8416999578475952","0.8416999578475952","0.8416999578475952"
"4445","1","1","1","1","1","1","0.4423999786376953","0.4423999786376953","0.4423999786376953","0.8601999878883362","0.8601999878883362","0.8601999878883362","1","1","1","1","1","1","0.4558999836444855","0.4558999836444855","0.4558999836444855","0.8606999516487122","0.8606999516487122","0.8606999516487122","1","1","1","1","1","1","0.3723999857902527","0.3723999857902527","0.3723999857902527","0.84579998254776","0.84579998254776","0.84579998254776","1","1","1","1","1","1","0.33739998936653137","0.33739998936653137","0.33739998936653137","0.8402000069618225","0.8402000069618225","0.8402000069618225","1","1","1","1","1","1","0.3188000023365021","0.3188000023365021","0.3188000023365021","0.8399999737739563","0.8399999737739563","0.8399999737739563"
"4456","1","1","1","1","1","1","0.4359999895095825","0.4359999895095825","0.4359999895095825","0.8597999811172485","0.8597999811172485","0.8597999811172485","1","1","1","1","1","1","0.4526999890804291","0.4526999890804291","0.4526999890804291","0.8613999485969543","0.8613999485969543","0.8613999485969543","1","1","1","1","1","1","0.368399977684021","0.368399977684021","0.368399977684021","0.8455999493598938","0.8455999493598938","0.8455999493598938","1","1","1","1","1","1","0.33889999985694885","0.33889999985694885","0.33889999985694885","0.8402000069618225","0.8402000069618225","0.8402000069618225","1","1","1","1","1","1","0.31759998202323914","0.31759998202323914","0.31759998202323914","0.8396999835968018","0.8396999835968018","0.8396999835968018"
"4467","1","1","1","1","1","1","0.4406999945640564","0.4406999945640564","0.4406999945640564","0.8611999750137329","0.8611999750137329","0.8611999750137329","1","1","1","1","1","1","0.4486999809741974","0.4486999809741974","0.4486999809741974","0.8611999750137329","0.8611999750137329","0.8611999750137329","1","1","1","1","1","1","0.36309999227523804","0.36309999227523804","0.36309999227523804","0.8438000082969666","0.8438000082969666","0.8438000082969666","1","1","1","1","1","1","0.3261999785900116","0.3261999785900116","0.3261999785900116","0.8377999663352966","0.8377999663352966","0.8377999663352966","1","1","1","1","1","1","0.31290000677108765","0.31290000677108765","0.31290000677108765","0.8374999761581421","0.8374999761581421","0.8374999761581421"
"4478","1","1","1","1","1","1","0.44290000200271606","0.44290000200271606","0.44290000200271606","0.8614999651908875","0.8614999651908875","0.8614999651908875","1","1","1","1","1","1","0.45229998230934143","0.45229998230934143","0.45229998230934143","0.861299991607666","0.861299991607666","0.861299991607666","1","1","1","1","1","1","0.3700000047683716","0.3700000047683716","0.3700000047683716","0.8465999960899353","0.8465999960899353","0.8465999960899353","1","1","1","1","1","1","0.32899999618530273","0.32899999618530273","0.32899999618530273","0.8385999798774719","0.8385999798774719","0.8385999798774719","1","1","1","1","1","1","0.3154999911785126","0.3154999911785126","0.3154999911785126","0.8384999632835388","0.8384999632835388","0.8384999632835388"
"4489","1","1","1","1","1","1","0.44189998507499695","0.44189998507499695","0.44189998507499695","0.8601999878883362","0.8601999878883362","0.8601999878883362","1","1","1","1","1","1","0.44749999046325684","0.44749999046325684","0.44749999046325684","0.8611999750137329","0.8611999750137329","0.8611999750137329","1","1","1","1","1","1","0.3628999888896942","0.3628999888896942","0.3628999888896942","0.8438999652862549","0.8438999652862549","0.8438999652862549","1","1","1","1","1","1","0.3252999782562256","0.3252999782562256","0.3252999782562256","0.837399959564209","0.837399959564209","0.837399959564209","1","1","1","1","1","1","0.3157999813556671","0.3157999813556671","0.3157999813556671","0.8384000062942505","0.8384000062942505","0.8384000062942505"
"4500","1","1","1","1","1","1","0.4366999864578247","0.4366999864578247","0.4366999864578247","0.8603999614715576","0.8603999614715576","0.8603999614715576","1","1","1","1","1","1","0.4527999758720398","0.4527999758720398","0.4527999758720398","0.8632999658584595","0.8632999658584595","0.8632999658584595","1","1","1","1","1","1","0.3579999804496765","0.3579999804496765","0.3579999804496765","0.8422999978065491","0.8422999978065491","0.8422999978065491","1","1","1","1","1","1","0.33069998025894165","0.33069998025894165","0.33069998025894165","0.840499997138977","0.840499997138977","0.840499997138977","1","1","1","1","1","1","0.3181000053882599","0.3181000053882599","0.3181000053882599","0.8388999700546265","0.8388999700546265","0.8388999700546265"
"4511","1","1","1","1","1","1","0.4375","0.4375","0.4375","0.8608999848365784","0.8608999848365784","0.8608999848365784","1","1","1","1","1","1","0.45159998536109924","0.45159998536109924","0.45159998536109924","0.8621999621391296","0.8621999621391296","0.8621999621391296","1","1","1","1","1","1","0.3610000014305115","0.3610000014305115","0.3610000014305115","0.8429999947547913","0.8429999947547913","0.8429999947547913","1","1","1","1","1","1","0.3212999999523163","0.3212999999523163","0.3212999999523163","0.8378999829292297","0.8378999829292297","0.8378999829292297","1","1","1","1","1","1","0.3199999928474426","0.3199999928474426","0.3199999928474426","0.8384999632835388","0.8384999632835388","0.8384999632835388"
"4522","1","1","1","1","1","1","0.43629997968673706","0.43629997968673706","0.43629997968673706","0.859499990940094","0.859499990940094","0.859499990940094","1","1","1","1","1","1","0.45479997992515564","0.45479997992515564","0.45479997992515564","0.8621999621391296","0.8621999621391296","0.8621999621391296","1","1","1","1","1","1","0.3658999800682068","0.3658999800682068","0.3658999800682068","0.8438999652862549","0.8438999652862549","0.8438999652862549","1","1","1","1","1","1","0.3296999931335449","0.3296999931335449","0.3296999931335449","0.8398999571800232","0.8398999571800232","0.8398999571800232","1","1","1","1","1","1","0.32170000672340393","0.32170000672340393","0.32170000672340393","0.8402000069618225","0.8402000069618225","0.8402000069618225"
