"Step","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=2, eps=0, lamb=1e-09 - ic1_acc","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=2, eps=0, lamb=1e-09 - ic1_acc__MIN","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=2, eps=0, lamb=1e-09 - ic1_acc__MAX"
"1","0.0364999994635582","0.0364999994635582","0.0364999994635582"
"12","0.038100000470876694","0.038100000470876694","0.038100000470876694"
"23","0.03949999809265137","0.03949999809265137","0.03949999809265137"
"34","0.0414000004529953","0.0414000004529953","0.0414000004529953"
"45","0.043699998408555984","0.043699998408555984","0.043699998408555984"
"56","0.04429999738931656","0.04429999738931656","0.04429999738931656"
"67","0.04639999940991402","0.04639999940991402","0.04639999940991402"
"78","0.04919999837875366","0.04919999837875366","0.04919999837875366"
"89","0.05049999803304672","0.05049999803304672","0.05049999803304672"
"100","0.05299999937415123","0.05299999937415123","0.05299999937415123"
"111","0.05419999733567238","0.05419999733567238","0.05419999733567238"
"122","0.05719999969005585","0.05719999969005585","0.05719999969005585"
"133","0.05909999832510948","0.05909999832510948","0.05909999832510948"
"144","0.06149999797344208","0.06149999797344208","0.06149999797344208"
"155","0.06279999762773514","0.06279999762773514","0.06279999762773514"
"166","0.06520000100135803","0.06520000100135803","0.06520000100135803"
"177","0.06849999725818634","0.06849999725818634","0.06849999725818634"
"188","0.07050000131130219","0.07050000131130219","0.07050000131130219"
"199","0.07289999723434448","0.07289999723434448","0.07289999723434448"
"210","0.07530000060796738","0.07530000060796738","0.07530000060796738"
"221","0.07739999890327454","0.07739999890327454","0.07739999890327454"
"232","0.07979999482631683","0.07979999482631683","0.07979999482631683"
"243","0.08249999582767487","0.08249999582767487","0.08249999582767487"
"254","0.08509999513626099","0.08509999513626099","0.08509999513626099"
"265","0.0876999944448471","0.0876999944448471","0.0876999944448471"
"276","0.08940000087022781","0.08940000087022781","0.08940000087022781"
"287","0.09119999408721924","0.09119999408721924","0.09119999408721924"
"298","0.09439999610185623","0.09439999610185623","0.09439999610185623"
"309","0.09669999778270721","0.09669999778270721","0.09669999778270721"
"320","0.09869999438524246","0.09869999438524246","0.09869999438524246"
"331","0.1022999957203865","0.1022999957203865","0.1022999957203865"
"342","0.10489999502897263","0.10489999502897263","0.10489999502897263"
"353","0.10769999772310257","0.10769999772310257","0.10769999772310257"
"364","0.10929999500513077","0.10929999500513077","0.10929999500513077"
"375","0.11259999871253967","0.11259999871253967","0.11259999871253967"
"386","0.11509999632835388","0.11509999632835388","0.11509999632835388"
"397","0.11819999665021896","0.11819999665021896","0.11819999665021896"
"408","0.12219999730587006","0.12219999730587006","0.12219999730587006"
