"Step","Readout, CN=9, B0=9, B1=9, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=1, eps=0, lamb=1e-09 - ic1_acc","Readout, CN=9, B0=9, B1=9, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=1, eps=0, lamb=1e-09 - ic1_acc__MIN","Readout, CN=9, B0=9, B1=9, K=128, L=32, N=8, p_B=0.75, p_C=0.75, B=1, eps=0, lamb=1e-09 - ic1_acc__MAX"
"1","0.03009999915957451","0.03009999915957451","0.03009999915957451"
"12","0.03009999915957451","0.03009999915957451","0.03009999915957451"
"23","0.030399998649954796","0.030399998649954796","0.030399998649954796"
"34","0.030299998819828033","0.030299998819828033","0.030299998819828033"
"45","0.030299998819828033","0.030299998819828033","0.030299998819828033"
"56","0.030399998649954796","0.030399998649954796","0.030399998649954796"
"67","0.030399998649954796","0.030399998649954796","0.030399998649954796"
"78","0.030399998649954796","0.030399998649954796","0.030399998649954796"
"89","0.030799999833106995","0.030799999833106995","0.030799999833106995"
"100","0.030700000002980232","0.030700000002980232","0.030700000002980232"
"111","0.030899999663233757","0.030899999663233757","0.030899999663233757"
"122","0.030700000002980232","0.030700000002980232","0.030700000002980232"
"133","0.030899999663233757","0.030899999663233757","0.030899999663233757"
"144","0.030799999833106995","0.030799999833106995","0.030799999833106995"
"155","0.03099999949336052","0.03099999949336052","0.03099999949336052"
"166","0.031199999153614044","0.031199999153614044","0.031199999153614044"
"177","0.031099999323487282","0.031099999323487282","0.031099999323487282"
"188","0.03099999949336052","0.03099999949336052","0.03099999949336052"
"199","0.031300000846385956","0.031300000846385956","0.031300000846385956"
"210","0.031099999323487282","0.031099999323487282","0.031099999323487282"
"221","0.03099999949336052","0.03099999949336052","0.03099999949336052"
"232","0.031300000846385956","0.031300000846385956","0.031300000846385956"
"243","0.031599998474121094","0.031599998474121094","0.031599998474121094"
"254","0.031700000166893005","0.031700000166893005","0.031700000166893005"
"265","0.03150000050663948","0.03150000050663948","0.03150000050663948"
"276","0.03199999779462814","0.03199999779462814","0.03199999779462814"
"287","0.032099999487400055","0.032099999487400055","0.032099999487400055"
"298","0.032499998807907104","0.032499998807907104","0.032499998807907104"
