"Step","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=16, p_B=0.75, p_C=0.75, B=4, eps=0, lamb=1e-09 - ic1_acc","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=16, p_B=0.75, p_C=0.75, B=4, eps=0, lamb=1e-09 - ic1_acc__MIN","Readout, CN=2, B0=0, B1=0, K=128, L=32, N=16, p_B=0.75, p_C=0.75, B=4, eps=0, lamb=1e-09 - ic1_acc__MAX"
"353","0.11659999936819077","0.11659999936819077","0.11659999936819077"
"364","0.12060000002384186","0.12060000002384186","0.12060000002384186"
"375","0.12449999898672104","0.12449999898672104","0.12449999898672104"
"386","0.12919999659061432","0.12919999659061432","0.12919999659061432"
"397","0.13239999115467072","0.13239999115467072","0.13239999115467072"
"408","0.13509999215602875","0.13509999215602875","0.13509999215602875"
"419","0.14069999754428864","0.14069999754428864","0.14069999754428864"
"430","0.1436000019311905","0.1436000019311905","0.1436000019311905"
"441","0.14710000157356262","0.14710000157356262","0.14710000157356262"
"452","0.14949999749660492","0.14949999749660492","0.14949999749660492"
"463","0.15349999070167542","0.15349999070167542","0.15349999070167542"
"474","0.15639999508857727","0.15639999508857727","0.15639999508857727"
"485","0.1606999933719635","0.1606999933719635","0.1606999933719635"
"496","0.16339999437332153","0.16339999437332153","0.16339999437332153"
"507","0.16669999063014984","0.16669999063014984","0.16669999063014984"
"518","0.1703999936580658","0.1703999936580658","0.1703999936580658"
"529","0.17339999973773956","0.17339999973773956","0.17339999973773956"
"540","0.17559999227523804","0.17559999227523804","0.17559999227523804"
"551","0.179299995303154","0.179299995303154","0.179299995303154"
"562","0.1816999912261963","0.1816999912261963","0.1816999912261963"
"573","0.1850999891757965","0.1850999891757965","0.1850999891757965"
"584","0.18779999017715454","0.18779999017715454","0.18779999017715454"
"595","0.19039998948574066","0.19039998948574066","0.19039998948574066"
"606","0.19249999523162842","0.19249999523162842","0.19249999523162842"
"617","0.19619999825954437","0.19619999825954437","0.19619999825954437"
"628","0.1981000006198883","0.1981000006198883","0.1981000006198883"
"639","0.20069999992847443","0.20069999992847443","0.20069999992847443"
"650","0.20349998772144318","0.20349998772144318","0.20349998772144318"
"661","0.2061000019311905","0.2061000019311905","0.2061000019311905"
"672","0.2087000012397766","0.2087000012397766","0.2087000012397766"
"683","0.2110999971628189","0.2110999971628189","0.2110999971628189"
"694","0.21310000121593475","0.21310000121593475","0.21310000121593475"
"705","0.21570000052452087","0.21570000052452087","0.21570000052452087"
"716","0.21859999001026154","0.21859999001026154","0.21859999001026154"
"727","0.22059999406337738","0.22059999406337738","0.22059999406337738"
"738","0.22219999134540558","0.22219999134540558","0.22219999134540558"
"749","0.2239999920129776","0.2239999920129776","0.2239999920129776"
"760","0.22579999268054962","0.22579999268054962","0.22579999268054962"
"771","0.22839999198913574","0.22839999198913574","0.22839999198913574"
"782","0.22939999401569366","0.22939999401569366","0.22939999401569366"
"793","0.2305999994277954","0.2305999994277954","0.2305999994277954"
"804","0.2320999950170517","0.2320999950170517","0.2320999950170517"
"815","0.2345999926328659","0.2345999926328659","0.2345999926328659"
"826","0.23539999127388","0.23539999127388","0.23539999127388"
"837","0.2369999885559082","0.2369999885559082","0.2369999885559082"
"848","0.23899999260902405","0.23899999260902405","0.23899999260902405"
"859","0.23959998786449432","0.23959998786449432","0.23959998786449432"
"870","0.24079999327659607","0.24079999327659607","0.24079999327659607"
"881","0.24199999868869781","0.24199999868869781","0.24199999868869781"
"892","0.24390000104904175","0.24390000104904175","0.24390000104904175"
"903","0.24449999630451202","0.24449999630451202","0.24449999630451202"
"914","0.2458999902009964","0.2458999902009964","0.2458999902009964"
"925","0.24819999933242798","0.24819999933242798","0.24819999933242798"
"936","0.24929998815059662","0.24929998815059662","0.24929998815059662"
"947","0.2505999803543091","0.2505999803543091","0.2505999803543091"
"958","0.25110000371932983","0.25110000371932983","0.25110000371932983"
"969","0.2515999972820282","0.2515999972820282","0.2515999972820282"
"980","0.2531000077724457","0.2531000077724457","0.2531000077724457"
"991","0.2540000081062317","0.2540000081062317","0.2540000081062317"
"1002","0.2549000084400177","0.2549000084400177","0.2549000084400177"
"1013","0.2556000053882599","0.2556000053882599","0.2556000053882599"
"1024","0.2556999921798706","0.2556999921798706","0.2556999921798706"
"1035","0.2565999925136566","0.2565999925136566","0.2565999925136566"
"1046","0.25689998269081116","0.25689998269081116","0.25689998269081116"
"1057","0.25849997997283936","0.25849997997283936","0.25849997997283936"
"1068","0.2587999999523163","0.2587999999523163","0.2587999999523163"
"1079","0.26010000705718994","0.26010000705718994","0.26010000705718994"
"1090","0.2602999806404114","0.2602999806404114","0.2602999806404114"
"1101","0.2613999843597412","0.2613999843597412","0.2613999843597412"
"1112","0.2620999813079834","0.2620999813079834","0.2620999813079834"
"1123","0.26249998807907104","0.26249998807907104","0.26249998807907104"
"1134","0.2635999917984009","0.2635999917984009","0.2635999917984009"
"1145","0.26350000500679016","0.26350000500679016","0.26350000500679016"
"1156","0.26409998536109924","0.26409998536109924","0.26409998536109924"
"1167","0.26499998569488525","0.26499998569488525","0.26499998569488525"
"1178","0.2655999958515167","0.2655999958515167","0.2655999958515167"
"1189","0.2655999958515167","0.2655999958515167","0.2655999958515167"
"1200","0.26659998297691345","0.26659998297691345","0.26659998297691345"
"1211","0.26819998025894165","0.26819998025894165","0.26819998025894165"
"1222","0.2685000002384186","0.2685000002384186","0.2685000002384186"
"1233","0.2676999866962433","0.2676999866962433","0.2676999866962433"
"1244","0.2683999836444855","0.2683999836444855","0.2683999836444855"
"1255","0.26980000734329224","0.26980000734329224","0.26980000734329224"
"1266","0.2710999846458435","0.2710999846458435","0.2710999846458435"
"1277","0.2719999849796295","0.2719999849796295","0.2719999849796295"
"1288","0.27239999175071716","0.27239999175071716","0.27239999175071716"
"1299","0.2727999985218048","0.2727999985218048","0.2727999985218048"
"1310","0.272599995136261","0.272599995136261","0.272599995136261"
"1321","0.2736999988555908","0.2736999988555908","0.2736999988555908"
"1332","0.274399995803833","0.274399995803833","0.274399995803833"
"1343","0.2750999927520752","0.2750999927520752","0.2750999927520752"
"1354","0.275299996137619","0.275299996137619","0.275299996137619"
"1365","0.27539998292922974","0.27539998292922974","0.27539998292922974"
"1376","0.2751999795436859","0.2751999795436859","0.2751999795436859"
"1387","0.2757999897003174","0.2757999897003174","0.2757999897003174"
"1398","0.2760999798774719","0.2760999798774719","0.2760999798774719"
"1409","0.2766999900341034","0.2766999900341034","0.2766999900341034"
"1420","0.27789998054504395","0.27789998054504395","0.27789998054504395"
"1431","0.27799999713897705","0.27799999713897705","0.27799999713897705"
"1442","0.27789998054504395","0.27789998054504395","0.27789998054504395"
"1453","0.2784999907016754","0.2784999907016754","0.2784999907016754"
"1464","0.27789998054504395","0.27789998054504395","0.27789998054504395"
"1475","0.27809998393058777","0.27809998393058777","0.27809998393058777"
"1486","0.27869999408721924","0.27869999408721924","0.27869999408721924"
"1497","0.2791000008583069","0.2791000008583069","0.2791000008583069"
"1508","0.27950000762939453","0.27950000762939453","0.27950000762939453"
"1519","0.2800999879837036","0.2800999879837036","0.2800999879837036"
"1530","0.280599981546402","0.280599981546402","0.280599981546402"
"1541","0.28119999170303345","0.28119999170303345","0.28119999170303345"
"1552","0.281499981880188","0.281499981880188","0.281499981880188"
"1563","0.28139999508857727","0.28139999508857727","0.28139999508857727"
"1574","0.28129997849464417","0.28129997849464417","0.28129997849464417"
"1585","0.28139999508857727","0.28139999508857727","0.28139999508857727"
"1596","0.28129997849464417","0.28129997849464417","0.28129997849464417"
"1607","0.2816999852657318","0.2816999852657318","0.2816999852657318"
"1618","0.2821999788284302","0.2821999788284302","0.2821999788284302"
"1629","0.28290000557899475","0.28290000557899475","0.28290000557899475"
"1640","0.2831999957561493","0.2831999957561493","0.2831999957561493"
"1651","0.28329998254776","0.28329998254776","0.28329998254776"
"1662","0.28439998626708984","0.28439998626708984","0.28439998626708984"
"1673","0.2838999927043915","0.2838999927043915","0.2838999927043915"
"1684","0.2838999927043915","0.2838999927043915","0.2838999927043915"
"1695","0.2838999927043915","0.2838999927043915","0.2838999927043915"
"1706","0.2838999927043915","0.2838999927043915","0.2838999927043915"
"1717","0.28439998626708984","0.28439998626708984","0.28439998626708984"
"1728","0.2854999899864197","0.2854999899864197","0.2854999899864197"
"1739","0.2856000065803528","0.2856000065803528","0.2856000065803528"
"1750","0.28439998626708984","0.28439998626708984","0.28439998626708984"
"1761","0.2857999801635742","0.2857999801635742","0.2857999801635742"
"1772","0.2858999967575073","0.2858999967575073","0.2858999967575073"
"1783","0.2865000069141388","0.2865000069141388","0.2865000069141388"
"1794","0.28619998693466187","0.28619998693466187","0.28619998693466187"
"1805","0.2865000069141388","0.2865000069141388","0.2865000069141388"
"1816","0.28679999709129333","0.28679999709129333","0.28679999709129333"
"1827","0.2874000072479248","0.2874000072479248","0.2874000072479248"
"1838","0.2863999903202057","0.2863999903202057","0.2863999903202057"
"1849","0.28759998083114624","0.28759998083114624","0.28759998083114624"
"1860","0.28859999775886536","0.28859999775886536","0.28859999775886536"
"1871","0.2888999879360199","0.2888999879360199","0.2888999879360199"
"1882","0.2906000018119812","0.2906000018119812","0.2906000018119812"
"1893","0.2906999886035919","0.2906999886035919","0.2906999886035919"
"1904","0.2912999987602234","0.2912999987602234","0.2912999987602234"
"1915","0.2915000021457672","0.2915000021457672","0.2915000021457672"
"1926","0.29269999265670776","0.29269999265670776","0.29269999265670776"
"1937","0.29330000281333923","0.29330000281333923","0.29330000281333923"
"1948","0.29350000619888306","0.29350000619888306","0.29350000619888306"
"1959","0.2936999797821045","0.2936999797821045","0.2936999797821045"
"1970","0.29339998960494995","0.29339998960494995","0.29339998960494995"
"1981","0.2936999797821045","0.2936999797821045","0.2936999797821045"
"1992","0.2947999835014343","0.2947999835014343","0.2947999835014343"
"2003","0.29589998722076416","0.29589998722076416","0.29589998722076416"
"2014","0.29580000042915344","0.29580000042915344","0.29580000042915344"
"2025","0.2962999939918518","0.2962999939918518","0.2962999939918518"
"2036","0.2962999939918518","0.2962999939918518","0.2962999939918518"
"2047","0.29589998722076416","0.29589998722076416","0.29589998722076416"
"2058","0.2962999939918518","0.2962999939918518","0.2962999939918518"
"2069","0.29589998722076416","0.29589998722076416","0.29589998722076416"
"2080","0.29600000381469727","0.29600000381469727","0.29600000381469727"
"2091","0.29670000076293945","0.29670000076293945","0.29670000076293945"
"2102","0.2963999807834625","0.2963999807834625","0.2963999807834625"
"2113","0.29670000076293945","0.29670000076293945","0.29670000076293945"
"2124","0.2970999777317047","0.2970999777317047","0.2970999777317047"
"2135","0.2979999780654907","0.2979999780654907","0.2979999780654907"
"2146","0.2976999878883362","0.2976999878883362","0.2976999878883362"
"2157","0.29789999127388","0.29789999127388","0.29789999127388"
"2168","0.2985000014305115","0.2985000014305115","0.2985000014305115"
"2179","0.29839998483657837","0.29839998483657837","0.29839998483657837"
"2190","0.29889997839927673","0.29889997839927673","0.29889997839927673"
"2201","0.29889997839927673","0.29889997839927673","0.29889997839927673"
"2212","0.2992999851703644","0.2992999851703644","0.2992999851703644"
"2223","0.2992999851703644","0.2992999851703644","0.2992999851703644"
"2234","0.29999998211860657","0.29999998211860657","0.29999998211860657"
"2245","0.29999998211860657","0.29999998211860657","0.29999998211860657"
"2256","0.3003000020980835","0.3003000020980835","0.3003000020980835"
"2267","0.3003999888896942","0.3003999888896942","0.3003999888896942"
"2278","0.3003999888896942","0.3003999888896942","0.3003999888896942"
"2289","0.29999998211860657","0.29999998211860657","0.29999998211860657"
"2300","0.3000999987125397","0.3000999987125397","0.3000999987125397"
"2311","0.3009999990463257","0.3009999990463257","0.3009999990463257"
"2322","0.3010999858379364","0.3010999858379364","0.3010999858379364"
"2333","0.30140000581741333","0.30140000581741333","0.30140000581741333"
"2344","0.30300000309944153","0.30300000309944153","0.30300000309944153"
"2355","0.3027999997138977","0.3027999997138977","0.3027999997138977"
"2366","0.3026999831199646","0.3026999831199646","0.3026999831199646"
"2377","0.30309998989105225","0.30309998989105225","0.30309998989105225"
"2388","0.3037000000476837","0.3037000000476837","0.3037000000476837"
"2399","0.3035999834537506","0.3035999834537506","0.3035999834537506"
"2410","0.30399999022483826","0.30399999022483826","0.30399999022483826"
"2421","0.3041999936103821","0.3041999936103821","0.3041999936103821"
"2432","0.3046000003814697","0.3046000003814697","0.3046000003814697"
"2443","0.3050999939441681","0.3050999939441681","0.3050999939441681"
"2454","0.30570000410079956","0.30570000410079956","0.30570000410079956"
"2465","0.305899977684021","0.305899977684021","0.305899977684021"
"2476","0.3057999908924103","0.3057999908924103","0.3057999908924103"
"2487","0.30649998784065247","0.30649998784065247","0.30649998784065247"
"2498","0.3075000047683716","0.3075000047683716","0.3075000047683716"
"2509","0.30809998512268066","0.30809998512268066","0.30809998512268066"
"2520","0.30799999833106995","0.30799999833106995","0.30799999833106995"
"2531","0.3075999915599823","0.3075999915599823","0.3075999915599823"
"2542","0.3082999885082245","0.3082999885082245","0.3082999885082245"
"2553","0.3077999949455261","0.3077999949455261","0.3077999949455261"
"2564","0.30820000171661377","0.30820000171661377","0.30820000171661377"
"2575","0.3077999949455261","0.3077999949455261","0.3077999949455261"
"2586","0.3077999949455261","0.3077999949455261","0.3077999949455261"
"2597","0.30820000171661377","0.30820000171661377","0.30820000171661377"
"2608","0.30879998207092285","0.30879998207092285","0.30879998207092285"
"2619","0.3091999888420105","0.3091999888420105","0.3091999888420105"
"2630","0.30859997868537903","0.30859997868537903","0.30859997868537903"
"2641","0.30949997901916504","0.30949997901916504","0.30949997901916504"
"2652","0.31139999628067017","0.31139999628067017","0.31139999628067017"
"2663","0.3105999827384949","0.3105999827384949","0.3105999827384949"
"2674","0.3111000061035156","0.3111000061035156","0.3111000061035156"
"2685","0.3114999830722809","0.3114999830722809","0.3114999830722809"
"2696","0.31129997968673706","0.31129997968673706","0.31129997968673706"
"2707","0.3114999830722809","0.3114999830722809","0.3114999830722809"
"2718","0.3114999830722809","0.3114999830722809","0.3114999830722809"
"2729","0.3114999830722809","0.3114999830722809","0.3114999830722809"
"2740","0.31139999628067017","0.31139999628067017","0.31139999628067017"
"2751","0.3114999830722809","0.3114999830722809","0.3114999830722809"
"2762","0.3122999966144562","0.3122999966144562","0.3122999966144562"
"2773","0.3125999867916107","0.3125999867916107","0.3125999867916107"
"2784","0.31290000677108765","0.31290000677108765","0.31290000677108765"
"2795","0.3130999803543091","0.3130999803543091","0.3130999803543091"
"2806","0.31369999051094055","0.31369999051094055","0.31369999051094055"
"2817","0.313400000333786","0.313400000333786","0.313400000333786"
"2828","0.31360000371932983","0.31360000371932983","0.31360000371932983"
"2839","0.313400000333786","0.313400000333786","0.313400000333786"
"2850","0.31379997730255127","0.31379997730255127","0.31379997730255127"
"2861","0.3141999840736389","0.3141999840736389","0.3141999840736389"
"2872","0.3141999840736389","0.3141999840736389","0.3141999840736389"
"2883","0.3146999776363373","0.3146999776363373","0.3146999776363373"
"2894","0.3148999810218811","0.3148999810218811","0.3148999810218811"
"2905","0.3154999911785126","0.3154999911785126","0.3154999911785126"
"2916","0.3165999948978424","0.3165999948978424","0.3165999948978424"
"2927","0.3172000050544739","0.3172000050544739","0.3172000050544739"
"2938","0.3172999918460846","0.3172999918460846","0.3172999918460846"
"2949","0.3172999918460846","0.3172999918460846","0.3172999918460846"
"2960","0.3172999918460846","0.3172999918460846","0.3172999918460846"
"2971","0.31769999861717224","0.31769999861717224","0.31769999861717224"
"2982","0.3172000050544739","0.3172000050544739","0.3172000050544739"
"2993","0.31769999861717224","0.31769999861717224","0.31769999861717224"
"3004","0.31769999861717224","0.31769999861717224","0.31769999861717224"
"3015","0.3182999789714813","0.3182999789714813","0.3182999789714813"
"3026","0.3181000053882599","0.3181000053882599","0.3181000053882599"
"3037","0.31869998574256897","0.31869998574256897","0.31869998574256897"
"3048","0.3190000057220459","0.3190000057220459","0.3190000057220459"
"3059","0.31929999589920044","0.31929999589920044","0.31929999589920044"
"3070","0.3190999925136566","0.3190999925136566","0.3190999925136566"
"3081","0.31939998269081116","0.31939998269081116","0.31939998269081116"
"3092","0.3197000026702881","0.3197000026702881","0.3197000026702881"
"3103","0.3199000060558319","0.3199000060558319","0.3199000060558319"
"3114","0.32009997963905334","0.32009997963905334","0.32009997963905334"
"3125","0.3206999897956848","0.3206999897956848","0.3206999897956848"
"3136","0.321399986743927","0.321399986743927","0.321399986743927"
"3147","0.32189998030662537","0.32189998030662537","0.32189998030662537"
"3158","0.3215999901294708","0.3215999901294708","0.3215999901294708"
"3169","0.3222000002861023","0.3222000002861023","0.3222000002861023"
"3180","0.3228999972343445","0.3228999972343445","0.3228999972343445"
"3191","0.3222000002861023","0.3222000002861023","0.3222000002861023"
"3202","0.3229999840259552","0.3229999840259552","0.3229999840259552"
"3213","0.3231000006198883","0.3231000006198883","0.3231000006198883"
"3224","0.3231000006198883","0.3231000006198883","0.3231000006198883"
"3235","0.3229999840259552","0.3229999840259552","0.3229999840259552"
"3246","0.3237999975681305","0.3237999975681305","0.3237999975681305"
"3257","0.32429999113082886","0.32429999113082886","0.32429999113082886"
"3268","0.3243999779224396","0.3243999779224396","0.3243999779224396"
"3279","0.3240000009536743","0.3240000009536743","0.3240000009536743"
"3290","0.32420000433921814","0.32420000433921814","0.32420000433921814"
"3301","0.32420000433921814","0.32420000433921814","0.32420000433921814"
"3312","0.32420000433921814","0.32420000433921814","0.32420000433921814"
"3323","0.3240000009536743","0.3240000009536743","0.3240000009536743"
"3334","0.32409998774528503","0.32409998774528503","0.32409998774528503"
"3345","0.3244999945163727","0.3244999945163727","0.3244999945163727"
"3356","0.32499998807907104","0.32499998807907104","0.32499998807907104"
"3367","0.32519999146461487","0.32519999146461487","0.32519999146461487"
"3378","0.32580000162124634","0.32580000162124634","0.32580000162124634"
"3389","0.32589998841285706","0.32589998841285706","0.32589998841285706"
"3400","0.3260999917984009","0.3260999917984009","0.3260999917984009"
"3411","0.3261999785900116","0.3261999785900116","0.3261999785900116"
"3422","0.32670000195503235","0.32670000195503235","0.32670000195503235"
"3433","0.3263999819755554","0.3263999819755554","0.3263999819755554"
"3444","0.32679998874664307","0.32679998874664307","0.32679998874664307"
"3455","0.32739999890327454","0.32739999890327454","0.32739999890327454"
"3466","0.32729998230934143","0.32729998230934143","0.32729998230934143"
"3477","0.32749998569488525","0.32749998569488525","0.32749998569488525"
"3488","0.32839998602867126","0.32839998602867126","0.32839998602867126"
"3499","0.32819998264312744","0.32819998264312744","0.32819998264312744"
"3510","0.3287000060081482","0.3287000060081482","0.3287000060081482"
"3521","0.3287000060081482","0.3287000060081482","0.3287000060081482"
"3532","0.32819998264312744","0.32819998264312744","0.32819998264312744"
"3543","0.32819998264312744","0.32819998264312744","0.32819998264312744"
"3554","0.3287000060081482","0.3287000060081482","0.3287000060081482"
"3565","0.3287999927997589","0.3287999927997589","0.3287999927997589"
"3576","0.3294000029563904","0.3294000029563904","0.3294000029563904"
"3587","0.3294000029563904","0.3294000029563904","0.3294000029563904"
"3598","0.32889997959136963","0.32889997959136963","0.32889997959136963"
"3609","0.3296000063419342","0.3296000063419342","0.3296000063419342"
"3620","0.3303000032901764","0.3303000032901764","0.3303000032901764"
"3631","0.3303000032901764","0.3303000032901764","0.3303000032901764"
"3642","0.3303999900817871","0.3303999900817871","0.3303999900817871"
"3653","0.32999998331069946","0.32999998331069946","0.32999998331069946"
"3664","0.32999998331069946","0.32999998331069946","0.32999998331069946"
"3675","0.3296000063419342","0.3296000063419342","0.3296000063419342"
"3686","0.3296999931335449","0.3296999931335449","0.3296999931335449"
"3697","0.3303999900817871","0.3303999900817871","0.3303999900817871"
"3708","0.3304999768733978","0.3304999768733978","0.3304999768733978"
"3719","0.3312000036239624","0.3312000036239624","0.3312000036239624"
"3730","0.3310000002384186","0.3310000002384186","0.3310000002384186"
"3741","0.3319999873638153","0.3319999873638153","0.3319999873638153"
"3752","0.3325999975204468","0.3325999975204468","0.3325999975204468"
"3763","0.33309999108314514","0.33309999108314514","0.33309999108314514"
"3774","0.33319997787475586","0.33319997787475586","0.33319997787475586"
"3785","0.3337000012397766","0.3337000012397766","0.3337000012397766"
"3796","0.3333999812602997","0.3333999812602997","0.3333999812602997"
"3807","0.33379998803138733","0.33379998803138733","0.33379998803138733"
"3818","0.3343999981880188","0.3343999981880188","0.3343999981880188"
"3829","0.3342999815940857","0.3342999815940857","0.3342999815940857"
"3840","0.3352999985218048","0.3352999985218048","0.3352999985218048"
"3851","0.3349999785423279","0.3349999785423279","0.3349999785423279"
"3862","0.33559998869895935","0.33559998869895935","0.33559998869895935"
"3873","0.3360999822616577","0.3360999822616577","0.3360999822616577"
"3884","0.3361999988555908","0.3361999988555908","0.3361999988555908"
"3895","0.3375000059604645","0.3375000059604645","0.3375000059604645"
"3906","0.337799996137619","0.337799996137619","0.337799996137619"
"3917","0.3382999897003174","0.3382999897003174","0.3382999897003174"
"3928","0.3384000062942505","0.3384000062942505","0.3384000062942505"
"3939","0.33799999952316284","0.33799999952316284","0.33799999952316284"
"3950","0.33869999647140503","0.33869999647140503","0.33869999647140503"
"3961","0.33889999985694885","0.33889999985694885","0.33889999985694885"
"3972","0.3392999768257141","0.3392999768257141","0.3392999768257141"
"3983","0.33959999680519104","0.33959999680519104","0.33959999680519104"
"3994","0.33969998359680176","0.33969998359680176","0.33969998359680176"
"4005","0.33949998021125793","0.33949998021125793","0.33949998021125793"
"4016","0.3393999934196472","0.3393999934196472","0.3393999934196472"
"4027","0.3398999869823456","0.3398999869823456","0.3398999869823456"
"4038","0.3401999771595001","0.3401999771595001","0.3401999771595001"
"4049","0.3401999771595001","0.3401999771595001","0.3401999771595001"
"4060","0.3409000039100647","0.3409000039100647","0.3409000039100647"
"4071","0.34039998054504395","0.34039998054504395","0.34039998054504395"
"4082","0.34109997749328613","0.34109997749328613","0.34109997749328613"
"4093","0.34129998087882996","0.34129998087882996","0.34129998087882996"
"4104","0.3418000042438507","0.3418000042438507","0.3418000042438507"
"4115","0.34219998121261597","0.34219998121261597","0.34219998121261597"
"4126","0.3427000045776367","0.3427000045776367","0.3427000045776367"
"4137","0.34289997816085815","0.34289997816085815","0.34289997816085815"
"4148","0.34279999136924744","0.34279999136924744","0.34279999136924744"
"4159","0.34299999475479126","0.34299999475479126","0.34299999475479126"
"4170","0.34360000491142273","0.34360000491142273","0.34360000491142273"
"4181","0.34389999508857727","0.34389999508857727","0.34389999508857727"
"4192","0.3441999852657318","0.3441999852657318","0.3441999852657318"
"4203","0.34450000524520874","0.34450000524520874","0.34450000524520874"
"4214","0.34450000524520874","0.34450000524520874","0.34450000524520874"
"4225","0.3447999954223633","0.3447999954223633","0.3447999954223633"
"4236","0.3450999855995178","0.3450999855995178","0.3450999855995178"
"4247","0.3449999988079071","0.3449999988079071","0.3449999988079071"
"4258","0.3450999855995178","0.3450999855995178","0.3450999855995178"
"4269","0.34619998931884766","0.34619998931884766","0.34619998931884766"
"4280","0.34709998965263367","0.34709998965263367","0.34709998965263367"
"4291","0.34689998626708984","0.34689998626708984","0.34689998626708984"
"4302","0.34769999980926514","0.34769999980926514","0.34769999980926514"
"4313","0.3482999801635742","0.3482999801635742","0.3482999801635742"
"4324","0.3490999937057495","0.3490999937057495","0.3490999937057495"
"4335","0.34919998049736023","0.34919998049736023","0.34919998049736023"
"4346","0.3490999937057495","0.3490999937057495","0.3490999937057495"
"4357","0.3490999937057495","0.3490999937057495","0.3490999937057495"
"4368","0.34950000047683716","0.34950000047683716","0.34950000047683716"
"4379","0.349700003862381","0.349700003862381","0.349700003862381"
"4390","0.3499999940395355","0.3499999940395355","0.3499999940395355"
"4401","0.35009998083114624","0.35009998083114624","0.35009998083114624"
"4412","0.3504999876022339","0.3504999876022339","0.3504999876022339"
"4423","0.35040000081062317","0.35040000081062317","0.35040000081062317"
"4434","0.3511999845504761","0.3511999845504761","0.3511999845504761"
"4445","0.35179999470710754","0.35179999470710754","0.35179999470710754"
"4456","0.35179999470710754","0.35179999470710754","0.35179999470710754"
"4467","0.35269999504089355","0.35269999504089355","0.35269999504089355"
"4478","0.3531000018119812","0.3531000018119812","0.3531000018119812"
"4489","0.35359999537467957","0.35359999537467957","0.35359999537467957"
"4500","0.35429999232292175","0.35429999232292175","0.35429999232292175"
"4511","0.3546999990940094","0.3546999990940094","0.3546999990940094"
"4522","0.35519999265670776","0.35519999265670776","0.35519999265670776"
"4533","0.35519999265670776","0.35519999265670776","0.35519999265670776"
"4544","0.3547999858856201","0.3547999858856201","0.3547999858856201"
"4555","0.35589998960494995","0.35589998960494995","0.35589998960494995"
"4566","0.35589998960494995","0.35589998960494995","0.35589998960494995"
"4577","0.3563999831676483","0.3563999831676483","0.3563999831676483"
"4588","0.35670000314712524","0.35670000314712524","0.35670000314712524"
"4599","0.3572999835014343","0.3572999835014343","0.3572999835014343"
"4610","0.35760000348091125","0.35760000348091125","0.35760000348091125"
"4621","0.35760000348091125","0.35760000348091125","0.35760000348091125"
"4632","0.357699990272522","0.357699990272522","0.357699990272522"
"4643","0.3580999970436096","0.3580999970436096","0.3580999970436096"
"4654","0.35920000076293945","0.35920000076293945","0.35920000076293945"
"4665","0.35920000076293945","0.35920000076293945","0.35920000076293945"
"4676","0.359499990940094","0.359499990940094","0.359499990940094"
"4687","0.35989999771118164","0.35989999771118164","0.35989999771118164"
